Unnamed: 0,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
28,2021-04-14 15:04:42,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,14,1,14,0,0.31,
29,2021-04-14 15:05:20,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,15,1,14,0,,0.47
30,2021-04-14 15:05:22,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,15,1,15,0,0.25,
31,2021-04-14 15:08:48,1.4.2,FR1_Rev,3,3.83,1,1,Right,Left,15,2,15,0,,0.42
32,2021-04-14 16:01:51,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,16,2,15,0,,0.2
33,2021-04-14 16:01:53,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,16,2,16,0,0.56,
34,2021-04-14 16:02:11,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,17,2,16,0,,0.16
35,2021-04-14 16:02:12,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,17,2,17,0,0.50,
36,2021-04-14 16:04:42,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,18,2,17,0,,0.16
37,2021-04-14 16:04:49,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,18,2,18,0,6.32,
38,2021-04-14 16:05:36,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,19,2,18,0,,0.2
39,2021-04-14 16:05:37,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,19,2,19,0,0.63,
40,2021-04-14 16:06:15,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,20,2,19,0,,0.12
41,2021-04-14 16:06:17,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,20,2,20,0,0.31,
42,2021-04-14 16:06:53,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,21,2,20,0,,0.17
43,2021-04-14 16:06:55,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,21,2,21,0,0.25,
44,2021-04-14 16:07:32,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,22,2,21,0,,0.0
45,2021-04-14 16:07:33,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,22,2,22,0,0.25,
46,2021-04-14 16:08:13,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,23,2,22,0,,0.13
47,2021-04-14 16:08:14,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,23,2,23,0,0.37,
48,2021-04-14 16:08:50,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,24,2,23,0,,0.26
49,2021-04-14 16:08:52,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,24,2,24,0,0.56,
50,2021-04-14 16:09:24,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,25,2,24,0,,0.02
51,2021-04-14 16:09:26,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,25,2,25,0,0.50,
52,2021-04-14 16:10:03,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,26,2,25,0,,0.12
53,2021-04-14 16:10:04,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,26,2,26,0,0.37,
54,2021-04-14 16:10:37,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,27,2,26,0,,0.0
55,2021-04-14 16:10:39,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,27,2,27,0,0.69,
56,2021-04-14 16:23:00,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,28,2,27,0,,0.17
57,2021-04-14 16:23:02,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,28,2,28,0,0.63,
58,2021-04-14 16:23:46,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,29,2,28,0,,0.0
59,2021-04-14 16:23:47,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,29,2,29,0,0.44,
60,2021-04-14 16:24:26,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,30,2,29,0,,0.04
61,2021-04-14 16:24:28,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,30,2,30,0,0.31,
62,2021-04-14 16:24:59,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,31,2,30,0,,0.02
63,2021-04-14 16:25:00,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,31,2,31,0,0.31,
64,2021-04-14 16:56:32,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,32,2,31,0,,0.11
65,2021-04-14 16:56:33,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,32,2,32,0,0.44,
66,2021-04-14 16:57:47,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,33,2,32,0,,0.09
67,2021-04-14 16:57:49,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,33,2,33,0,0.75,
68,2021-04-14 16:58:31,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,34,2,33,0,,0.19
69,2021-04-14 16:58:33,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,34,2,34,0,0.88,
70,2021-04-14 17:13:06,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,35,2,34,0,,0.4
71,2021-04-14 17:13:09,1.4.2,FR1_Rev,3,3.83,2,1,Pellet,Left,35,2,35,0,0.31,
72,2021-04-14 17:13:43,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,36,2,35,0,,0.15
73,2021-04-14 17:13:44,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,36,2,36,0,0.50,
74,2021-04-14 17:14:20,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,37,2,36,0,,0.16
75,2021-04-14 17:14:21,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,37,2,37,0,0.31,
76,2021-04-14 17:14:59,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,38,2,37,0,,0.13
77,2021-04-14 17:15:00,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,38,2,38,0,0.63,
78,2021-04-14 17:15:28,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,39,2,38,0,,0.23
79,2021-04-14 17:15:30,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,39,2,39,0,0.44,
80,2021-04-14 17:16:00,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,40,2,39,0,,0.08
81,2021-04-14 17:16:02,1.4.2,FR1_Rev,3,3.83,2,1,Pellet,Left,40,2,40,0,0.37,
82,2021-04-14 17:17:33,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,41,2,40,0,,0.14
83,2021-04-14 17:17:35,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,42,2,40,0,,0.0
84,2021-04-14 17:17:42,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,43,2,40,0,,0.11
85,2021-04-14 17:17:43,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,44,2,40,0,,0.07
86,2021-04-14 17:18:10,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,45,2,40,0,,0.19
87,2021-04-14 17:18:12,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,46,2,40,0,,0.19
88,2021-04-14 17:18:16,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,47,2,40,0,,0.41
89,2021-04-14 17:18:18,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,48,2,40,0,,0.48
90,2021-04-14 17:18:21,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,49,2,40,0,,0.75
91,2021-04-14 17:18:25,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,50,2,40,0,,0.32
92,2021-04-14 17:18:28,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,51,2,40,0,,0.35
93,2021-04-14 17:18:37,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,52,2,40,0,,0.19
94,2021-04-14 17:18:38,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,53,2,40,0,,0.13
95,2021-04-14 17:18:45,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,54,2,40,0,,0.25
96,2021-04-14 17:53:36,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,55,2,40,0,,0.06
97,2021-04-14 17:53:53,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,56,2,40,0,,0.01
98,2021-04-14 17:53:56,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,57,2,40,0,,0.12
99,2021-04-14 17:55:34,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,57,3,40,0,,0.0
100,2021-04-14 17:55:36,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Right,57,3,41,0,1.19,
101,2021-04-14 18:04:03,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,58,3,41,0,,0.0
102,2021-04-14 18:08:47,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,58,4,41,0,,0.0
103,2021-04-14 18:08:56,1.4.2,FR1_Rev,3,3.82,2,1,Pellet,Right,58,4,42,0,6.39,
104,2021-04-14 18:09:29,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,59,4,42,0,,0.35
105,2021-04-14 18:09:34,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,60,4,42,0,,0.02
106,2021-04-14 18:09:38,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,61,4,42,0,,0.04
107,2021-04-14 18:09:43,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,61,5,42,0,,0.79
108,2021-04-14 18:09:45,1.4.2,FR1_Rev,3,3.83,2,1,Pellet,Right,61,5,43,0,1.07,
109,2021-04-14 18:10:25,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,62,5,43,0,,1.04
110,2021-04-14 18:10:48,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,63,5,43,0,,0.12
111,2021-04-14 18:10:57,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,64,5,43,0,,0.13
112,2021-04-14 18:15:50,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,65,5,43,0,,0.08
113,2021-04-14 18:15:59,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,65,6,43,0,,0.11
114,2021-04-14 18:16:05,1.4.2,FR1_Rev,3,3.83,2,1,Pellet,Right,65,6,44,0,2.84,
115,2021-04-14 18:16:54,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,65,7,44,0,,0.72
116,2021-04-14 18:17:00,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,65,7,45,0,4.99,
117,2021-04-14 18:17:43,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,65,8,45,0,,0.48
118,2021-04-14 18:17:53,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,65,8,46,0,8.29,
119,2021-04-14 18:18:24,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,65,9,46,0,,0.0
120,2021-04-14 18:18:29,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,65,9,47,0,3.67,
121,2021-04-14 18:19:13,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,65,10,47,0,,0.15
122,2021-04-14 18:19:16,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,65,10,48,0,2.27,
123,2021-04-14 18:19:41,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,65,11,48,0,,0.28
124,2021-04-14 18:19:45,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Right,65,11,49,0,2.78,
125,2021-04-14 18:20:08,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,65,12,49,0,,0.03
126,2021-04-14 18:20:13,1.4.2,FR1_Rev,3,3.83,2,1,Pellet,Right,65,12,50,0,2.15,
127,2021-04-14 18:20:42,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,65,13,50,0,,0.59
128,2021-04-14 18:20:44,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,65,13,51,0,0.50,
129,2021-04-14 18:21:10,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,65,14,51,0,,0.12
130,2021-04-14 18:21:16,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Right,65,14,52,0,5.44,
131,2021-04-14 18:21:43,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,65,15,52,0,,0.2
132,2021-04-14 18:21:45,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Right,65,15,53,0,0.44,
133,2021-04-14 18:22:11,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,65,16,53,0,,0.4
134,2021-04-14 18:22:15,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,65,16,54,0,2.97,
135,2021-04-14 18:22:43,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,65,17,54,0,,0.53
136,2021-04-14 18:22:47,1.4.2,FR1_Rev,3,3.83,2,1,Pellet,Right,65,17,55,0,1.26,
137,2021-04-14 18:23:11,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,65,18,55,0,,0.09
138,2021-04-14 18:23:14,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,65,18,56,0,2.34,
139,2021-04-14 18:24:27,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,65,19,56,0,,0.0
140,2021-04-14 18:24:30,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,65,19,57,0,2.40,
141,2021-04-14 18:25:09,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,66,19,57,0,,0.46
142,2021-04-14 18:31:50,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,66,20,57,0,,0.0
143,2021-04-14 18:32:33,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Right,66,20,58,0,42.26,
144,2021-04-14 18:32:48,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,66,21,58,0,,0.45
145,2021-04-14 18:32:50,1.4.2,FR1_Rev,3,3.82,2,1,Pellet,Right,66,21,59,0,0.56,
146,2021-04-14 18:33:40,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,66,22,59,0,,0.09
147,2021-04-14 18:33:41,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,66,22,60,0,0.56,
148,2021-04-14 18:34:22,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,66,23,60,0,,0.04
149,2021-04-14 18:34:28,1.4.2,FR1_Rev,3,3.83,3,1,Pellet,Right,66,23,61,0,1.07,
150,2021-04-14 18:35:10,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,66,24,61,0,,1.12
151,2021-04-14 18:35:14,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,66,24,62,0,2.72,
152,2021-04-14 18:38:03,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,66,25,62,0,,5.79
153,2021-04-14 18:38:07,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,66,25,63,0,3.35,
154,2021-04-14 18:54:54,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,66,26,63,0,,0.14
155,2021-04-14 18:55:04,1.4.2,FR1_Rev,3,3.83,2,1,Pellet,Right,66,26,64,0,7.92,
156,2021-04-14 19:15:49,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,67,26,64,0,,0.06
157,2021-04-14 19:15:51,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,68,26,64,0,,0.01
158,2021-04-14 19:15:54,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,69,26,64,0,,0.1
159,2021-04-14 19:15:56,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,70,26,64,0,,0.13
160,2021-04-14 19:16:08,1.4.2,FR1_Rev,3,3.82,1,1,Left,Right,71,26,64,0,,0.39
161,2021-04-14 19:18:16,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,71,27,64,0,,1.19
162,2021-04-14 19:18:19,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,71,27,65,0,2.08,
163,2021-04-14 19:18:52,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,71,28,65,0,,0.26
164,2021-04-14 19:18:55,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,71,28,66,0,1.26,
165,2021-04-14 19:19:32,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,71,29,66,0,,0.77
166,2021-04-14 19:19:34,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Right,71,29,67,0,1.45,
167,2021-04-14 19:20:26,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,71,30,67,0,,1.14
168,2021-04-14 19:20:29,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,71,30,68,0,1.38,
169,2021-04-14 19:21:30,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,71,31,68,0,,0.6
170,2021-04-14 19:21:35,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Right,71,31,69,0,4.68,
171,2021-04-14 19:22:57,1.4.2,FR1_Rev,3,3.83,1,1,Right,Right,71,32,69,0,,0.51
172,2021-04-14 19:22:59,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Right,71,32,70,0,1.76,
173,2021-04-14 19:23:30,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,71,33,70,0,,1.05
174,2021-04-14 19:23:31,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,71,33,71,0,0.37,
175,2021-04-14 19:24:22,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,71,34,71,0,,0.0
176,2021-04-14 19:24:24,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,71,34,72,0,1.07,
177,2021-04-14 19:26:10,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,71,35,72,0,,0.1
178,2021-04-14 19:26:11,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,71,35,73,0,0.75,
179,2021-04-14 19:26:47,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,71,36,73,0,,0.04
180,2021-04-14 19:26:50,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,71,36,74,0,2.08,
181,2021-04-14 19:27:25,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,71,37,74,0,,0.64
182,2021-04-14 19:27:30,1.4.2,FR1_Rev,3,3.82,2,1,Pellet,Right,71,37,75,0,1.19,
183,2021-04-14 19:30:04,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,71,38,75,0,,0.04
184,2021-04-14 19:30:06,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,71,38,76,0,0.37,
185,2021-04-14 19:30:43,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,71,39,76,0,,2.02
186,2021-04-14 19:30:45,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,71,39,77,0,0.50,
187,2021-04-14 19:32:34,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,71,40,77,0,,0.0
188,2021-04-14 19:32:37,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,71,40,78,0,1.83,
189,2021-04-14 19:53:06,1.4.2,FR1_Rev,3,3.83,1,1,Left,Right,72,40,78,0,,0.01
190,2021-04-14 19:53:25,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,72,41,78,0,,0.26
191,2021-04-14 19:53:27,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,72,41,79,0,1.07,
192,2021-04-14 19:55:50,1.4.2,FR1_Rev,3,3.82,1,1,Right,Right,72,42,79,0,,0.94
193,2021-04-14 19:55:52,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Right,72,42,80,0,0.94,
194,2021-04-14 19:56:52,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,72,43,80,0,,1.66
195,2021-04-14 19:56:56,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,72,44,80,0,,0.59
196,2021-04-14 19:57:01,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,72,45,80,0,,0.78
197,2021-04-14 19:57:13,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,72,46,80,0,,0.0
198,2021-04-14 19:57:34,1.4.2,FR1_Rev,3,3.83,1,1,Left,Left,73,46,80,0,,0.07
199,2021-04-14 19:57:43,1.4.2,FR1_Rev,3,3.83,1,1,Pellet,Left,73,46,81,0,7.47,
200,2021-04-14 19:58:29,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,74,46,81,0,,0.18
201,2021-04-14 19:58:30,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,74,46,82,0,0.56,
202,2021-04-14 19:59:11,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,75,46,82,0,,0.36
203,2021-04-14 19:59:12,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,75,46,83,0,0.25,
204,2021-04-14 19:59:52,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,76,46,83,0,,0.3
205,2021-04-14 19:59:54,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,76,46,84,0,0.25,
206,2021-04-14 20:00:48,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,77,46,84,0,,0.45
207,2021-04-14 20:00:50,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,77,46,85,0,0.82,
208,2021-04-14 20:01:26,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,78,46,85,0,,0.57
209,2021-04-14 20:01:27,1.4.2,FR1_Rev,3,3.82,2,1,Pellet,Left,78,46,86,0,0.31,
210,2021-04-14 20:02:11,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,79,46,86,0,,0.45
211,2021-04-14 20:02:12,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,79,46,87,0,0.31,
212,2021-04-14 21:07:08,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,47,87,0,,0.7
213,2021-04-14 21:33:28,1.4.2,FR1_Rev,3,3.81,1,1,Right,Left,79,48,87,0,,2.17
214,2021-04-14 21:49:29,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,49,87,0,,0.26
215,2021-04-14 21:51:31,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,50,87,0,,0.95
216,2021-04-14 21:51:35,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,51,87,0,,1.31
217,2021-04-14 21:51:39,1.4.2,FR1_Rev,3,3.83,1,1,Right,Left,79,52,87,0,,0.86
218,2021-04-14 21:51:50,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,53,87,0,,4.62
219,2021-04-14 21:51:58,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,54,87,0,,0.14
220,2021-04-14 21:52:08,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,55,87,0,,1.64
221,2021-04-14 21:52:11,1.4.2,FR1_Rev,3,3.81,1,1,Right,Left,79,56,87,0,,1.02
222,2021-04-14 22:40:38,1.4.2,FR1_Rev,3,3.81,1,1,Right,Left,79,57,87,0,,0.22
223,2021-04-14 22:40:44,1.4.2,FR1_Rev,3,3.81,1,1,Right,Left,79,58,87,0,,0.8
224,2021-04-14 22:40:47,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,59,87,0,,1.55
225,2021-04-14 22:41:00,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,60,87,0,,1.1
226,2021-04-14 22:41:04,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,61,87,0,,0.3
227,2021-04-14 22:41:11,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,62,87,0,,0.6
228,2021-04-14 22:41:16,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,63,87,0,,0.16
229,2021-04-14 22:41:22,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,64,87,0,,0.43
230,2021-04-14 22:41:23,1.4.2,FR1_Rev,3,3.82,1,1,Right,Left,79,65,87,0,,0.22
231,2021-04-14 22:42:31,1.4.2,FR1_Rev,3,3.82,1,1,Left,Left,80,65,87,0,,0.25
232,2021-04-14 22:42:33,1.4.2,FR1_Rev,3,3.82,1,1,Pellet,Left,80,65,88,0,0.82,
