Time,56F
5/15/2024 12:00,8.92
5/15/2024 13:00,2.28
5/15/2024 14:00,0.0981
5/15/2024 15:00,0.247
5/15/2024 16:00,1.14
5/15/2024 17:00,10.1
5/15/2024 18:00,0.313
5/15/2024 19:00,12.1
5/15/2024 20:00,13.5
5/15/2024 21:00,15.2
5/15/2024 22:00,10.4
5/15/2024 23:00,26
5/16/2024 0:00,30.4
5/16/2024 1:00,9.8
5/16/2024 2:00,18.2
5/16/2024 3:00,4.83
5/16/2024 4:00,9.3
5/16/2024 5:00,19.2
5/16/2024 6:00,13.2
5/16/2024 7:00,3.92
5/16/2024 8:00,0.746
5/16/2024 9:00,0.98
5/16/2024 10:00,0.134
5/16/2024 11:00,3.84
5/16/2024 12:00,0.506
5/16/2024 13:00,0.138
5/16/2024 14:00,4.35
5/16/2024 15:00,0.0371
5/16/2024 16:00,0.129
5/16/2024 17:00,13
5/16/2024 18:00,1.4
5/16/2024 19:00,16.2
5/16/2024 20:00,22.2
5/16/2024 21:00,14.6
5/16/2024 22:00,4.43
5/16/2024 23:00,12
5/17/2024 0:00,14.6
5/17/2024 1:00,0.154
5/17/2024 2:00,11.3
5/17/2024 3:00,3.34
5/17/2024 4:00,8.51
5/17/2024 5:00,12.6
5/17/2024 6:00,4.65
5/17/2024 7:00,0.926
5/17/2024 8:00,1.18
5/17/2024 9:00,1.59
5/17/2024 10:00,3.15
5/17/2024 11:00,5.44
5/17/2024 12:00,10.1
5/17/2024 13:00,1.37
5/17/2024 14:00,0.0434
5/17/2024 15:00,0.993
5/17/2024 16:00,0.379
5/17/2024 17:00,0.0244
