Time,A04
5/15/2024 13:00,0.0297
5/15/2024 14:00,10.3
5/15/2024 15:00,8.53
5/15/2024 16:00,8.44
5/15/2024 17:00,17.4
5/15/2024 18:00,4.9
5/15/2024 19:00,7.75
5/15/2024 20:00,5.09
5/15/2024 21:00,55.8
5/15/2024 22:00,57.7
5/15/2024 23:00,36.7
5/16/2024 0:00,31.1
5/16/2024 1:00,21.7
5/16/2024 2:00,10.8
5/16/2024 3:00,35.8
5/16/2024 4:00,4.65
5/16/2024 5:00,34.3
5/16/2024 6:00,11.8
5/16/2024 7:00,8.66
5/16/2024 8:00,13
5/16/2024 9:00,2.61
5/16/2024 10:00,4.95
5/16/2024 11:00,0.0244
5/16/2024 12:00,17.7
5/16/2024 13:00,1.08
5/16/2024 14:00,9.34
5/16/2024 15:00,4.74
5/16/2024 16:00,0.0244
5/16/2024 17:00,31.3
5/16/2024 18:00,14.2
5/16/2024 19:00,8.73
5/16/2024 20:00,12
5/16/2024 21:00,57.8
5/16/2024 22:00,44.9
5/16/2024 23:00,53.3
5/17/2024 0:00,15.9
5/17/2024 1:00,33.9
5/17/2024 2:00,41.4
5/17/2024 3:00,6.91
5/17/2024 4:00,4.02
5/17/2024 5:00,21.9
5/17/2024 6:00,17.9
5/17/2024 7:00,14
5/17/2024 8:00,0.151
5/17/2024 9:00,17.6
5/17/2024 10:00,0.166
5/17/2024 11:00,26
5/17/2024 12:00,3.2
5/17/2024 13:00,19.6
5/17/2024 14:00,0.0608
5/17/2024 15:00,7.59
5/17/2024 16:00,1.69
5/17/2024 17:00,0.0244
