Time,A22
5/15/2024 13:00,5.41
5/15/2024 14:00,5.1
5/15/2024 15:00,7.56
5/15/2024 16:00,4.62
5/15/2024 17:00,32.6
5/15/2024 18:00,10.5
5/15/2024 19:00,3.94
5/15/2024 20:00,24
5/15/2024 21:00,8.12
5/15/2024 22:00,23.8
5/15/2024 23:00,37
5/16/2024 0:00,32.1
5/16/2024 1:00,39.4
5/16/2024 2:00,14.4
5/16/2024 3:00,11.9
5/16/2024 4:00,13.8
5/16/2024 5:00,9.46
5/16/2024 6:00,22.3
5/16/2024 7:00,21.5
5/16/2024 8:00,5.98
5/16/2024 9:00,6.43
5/16/2024 10:00,2.99
5/16/2024 11:00,25.6
5/16/2024 12:00,0.976
5/16/2024 13:00,8.82
5/16/2024 14:00,13.6
5/16/2024 15:00,4.35
5/16/2024 16:00,2.55
5/16/2024 17:00,27.3
5/16/2024 18:00,2.81
5/16/2024 19:00,14.9
5/16/2024 20:00,9.36
5/16/2024 21:00,16.2
5/16/2024 22:00,36.1
5/16/2024 23:00,33.2
5/17/2024 0:00,31.8
5/17/2024 1:00,16.3
5/17/2024 2:00,17.1
5/17/2024 3:00,26.1
5/17/2024 4:00,7.88
5/17/2024 5:00,4.26
5/17/2024 6:00,18.8
5/17/2024 7:00,5.66
5/17/2024 8:00,1.85
5/17/2024 9:00,23
5/17/2024 10:00,6.7
5/17/2024 11:00,2.88
5/17/2024 12:00,3.34
5/17/2024 13:00,18.2
5/17/2024 14:00,1.01
5/17/2024 15:00,16
5/17/2024 16:00,0.0244
5/17/2024 17:00,0.0244
