Time,55C
5/15/2024 13:00,3.93
5/15/2024 14:00,5.11
5/15/2024 15:00,3.54
5/15/2024 16:00,6.64
5/15/2024 17:00,10.2
5/15/2024 18:00,1.92
5/15/2024 19:00,6.6
5/15/2024 20:00,19
5/15/2024 21:00,35.5
5/15/2024 22:00,40.7
5/15/2024 23:00,35.1
5/16/2024 0:00,7.36
5/16/2024 1:00,16.8
5/16/2024 2:00,10.7
5/16/2024 3:00,14.2
5/16/2024 4:00,27
5/16/2024 5:00,6.66
5/16/2024 6:00,20.2
5/16/2024 7:00,7.06
5/16/2024 8:00,0.213
5/16/2024 9:00,5.71
5/16/2024 10:00,0.217
5/16/2024 11:00,3.86
5/16/2024 12:00,10
5/16/2024 13:00,0.63
5/16/2024 14:00,13.2
5/16/2024 15:00,2.9
5/16/2024 16:00,2.74
5/16/2024 17:00,30
5/16/2024 18:00,0.0594
5/16/2024 19:00,3.38
5/16/2024 20:00,29.2
5/16/2024 21:00,35.8
5/16/2024 22:00,38.6
5/16/2024 23:00,9.63
5/17/2024 0:00,22.4
5/17/2024 1:00,0.0244
5/17/2024 2:00,21.8
5/17/2024 3:00,20
5/17/2024 4:00,4.95
5/17/2024 5:00,2.37
5/17/2024 6:00,30.3
5/17/2024 7:00,18.7
5/17/2024 8:00,0.533
5/17/2024 9:00,12.5
5/17/2024 10:00,0.245
5/17/2024 11:00,11.5
5/17/2024 12:00,1
5/17/2024 13:00,26.8
5/17/2024 14:00,11.5
5/17/2024 15:00,2.54
5/17/2024 16:00,3.08
5/17/2024 17:00,0.0244
