Unnamed: 0,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Time
7928,2023-02-07 09:00:07,1.12.0,PRexp,4,3.89,1.0,1,Pellet,Left,7129,287,513,1,2.18,5534.0,,2023-02-07 09:00:07
7929,2023-02-07 09:01:30,1.12.0,PRexp,4,3.9,,1,Left,Left,7130,287,513,1,,,0.04,2023-02-07 09:01:30
7930,2023-02-07 09:01:32,1.12.0,PRexp,4,3.9,1.0,1,Pellet,Left,7130,287,514,2,1.57,85.0,,2023-02-07 09:01:32
7931,2023-02-07 09:03:47,1.12.0,PRexp,4,3.89,,2,Left,Left,7131,287,514,2,,,0.46,2023-02-07 09:03:47
7932,2023-02-07 09:04:58,1.12.0,PRexp,4,3.9,,2,Left,Left,7132,287,514,2,,,0.36,2023-02-07 09:04:58
7933,2023-02-07 09:04:59,1.12.0,PRexp,4,3.9,1.0,2,Pellet,Left,7132,287,515,3,0.2,207.0,,2023-02-07 09:04:59
7934,2023-02-07 09:05:27,1.12.0,PRexp,4,3.89,,2,Left,Left,7133,287,515,3,,,0.47,2023-02-07 09:05:27
7935,2023-02-07 09:05:28,1.12.0,PRexp,4,3.9,,2,Left,Left,7134,287,515,3,,,0.23,2023-02-07 09:05:28
7936,2023-02-07 09:05:30,1.12.0,PRexp,4,3.89,2.0,2,Pellet,Left,7134,287,516,4,0.27,31.0,,2023-02-07 09:05:30
7937,2023-02-07 09:06:00,1.12.0,PRexp,4,3.89,,3,Left,Left,7135,287,516,4,,,0.74,2023-02-07 09:06:00
7938,2023-02-07 09:06:01,1.12.0,PRexp,4,3.9,,3,Left,Left,7136,287,516,4,,,0.63,2023-02-07 09:06:01
7939,2023-02-07 09:06:03,1.12.0,PRexp,4,3.9,,3,Left,Left,7137,287,516,4,,,0.42,2023-02-07 09:06:03
7940,2023-02-07 09:06:04,1.12.0,PRexp,4,3.89,2.0,3,Pellet,Left,7137,287,517,5,0.34,34.0,,2023-02-07 09:06:04
7941,2023-02-07 09:06:35,1.12.0,PRexp,4,3.89,,4,Left,Left,7138,287,517,5,,,0.23,2023-02-07 09:06:35
7942,2023-02-07 09:06:36,1.12.0,PRexp,4,3.89,,4,Left,Left,7139,287,517,5,,,0.41,2023-02-07 09:06:36
7943,2023-02-07 09:06:37,1.12.0,PRexp,4,3.89,,4,Left,Left,7140,287,517,5,,,0.0,2023-02-07 09:06:37
7944,2023-02-07 09:06:38,1.12.0,PRexp,4,3.9,,4,Left,Left,7141,287,517,5,,,0.33,2023-02-07 09:06:38
7945,2023-02-07 09:06:39,1.12.0,PRexp,4,3.89,2.0,4,Pellet,Left,7141,287,518,6,0.2,35.0,,2023-02-07 09:06:39
7946,2023-02-07 09:07:07,1.12.0,PRexp,4,3.89,,5,Left,Left,7142,287,518,6,,,0.93,2023-02-07 09:07:07
7947,2023-02-07 09:07:09,1.12.0,PRexp,4,3.9,,5,Left,Left,7143,287,518,6,,,0.0,2023-02-07 09:07:09
7948,2023-02-07 09:07:12,1.12.0,PRexp,4,3.9,,5,Left,Left,7144,287,518,6,,,0.77,2023-02-07 09:07:12
7949,2023-02-07 09:07:13,1.12.0,PRexp,4,3.9,,5,Left,Left,7145,287,518,6,,,0.0,2023-02-07 09:07:13
7950,2023-02-07 09:07:14,1.12.0,PRexp,4,3.89,,5,Left,Left,7146,287,518,6,,,0.54,2023-02-07 09:07:14
7951,2023-02-07 09:07:18,1.12.0,PRexp,4,3.89,3.0,5,Pellet,Left,7146,287,519,7,0.13,39.0,,2023-02-07 09:07:18
7952,2023-02-07 09:07:53,1.12.0,PRexp,4,3.89,,6,Left,Left,7147,287,519,7,,,0.07,2023-02-07 09:07:53
7953,2023-02-07 09:07:55,1.12.0,PRexp,4,3.89,,6,Left,Left,7148,287,519,7,,,1.06,2023-02-07 09:07:55
7954,2023-02-07 09:07:57,1.12.0,PRexp,4,3.9,,6,Left,Left,7149,287,519,7,,,0.0,2023-02-07 09:07:57
7955,2023-02-07 09:08:00,1.12.0,PRexp,4,3.9,,6,Left,Left,7150,287,519,7,,,0.94,2023-02-07 09:08:00
7956,2023-02-07 09:08:01,1.12.0,PRexp,4,3.89,,6,Left,Left,7151,287,519,7,,,0.66,2023-02-07 09:08:01
7957,2023-02-07 09:08:02,1.12.0,PRexp,4,3.89,,6,Left,Left,7152,287,519,7,,,0.5,2023-02-07 09:08:02
7958,2023-02-07 09:08:03,1.12.0,PRexp,4,3.9,2.0,6,Pellet,Left,7152,287,520,8,0.13,45.0,,2023-02-07 09:08:03
7959,2023-02-07 09:08:36,1.12.0,PRexp,4,3.9,,7,Left,Left,7153,287,520,8,,,0.0,2023-02-07 09:08:36
7960,2023-02-07 09:08:40,1.12.0,PRexp,4,3.9,,7,Left,Left,7154,287,520,8,,,2.29,2023-02-07 09:08:40
7961,2023-02-07 09:08:41,1.12.0,PRexp,4,3.9,,7,Left,Left,7155,287,520,8,,,0.0,2023-02-07 09:08:41
7962,2023-02-07 09:08:42,1.12.0,PRexp,4,3.9,,7,Left,Left,7156,287,520,8,,,0.32,2023-02-07 09:08:42
7963,2023-02-07 09:08:43,1.12.0,PRexp,4,3.9,,7,Left,Left,7157,287,520,8,,,0.4,2023-02-07 09:08:43
7964,2023-02-07 09:08:47,1.12.0,PRexp,4,3.9,,7,Left,Left,7158,287,520,8,,,0.35,2023-02-07 09:08:47
7965,2023-02-07 09:08:50,1.12.0,PRexp,4,3.89,,7,Left,Left,7159,287,520,8,,,0.44,2023-02-07 09:08:50
7966,2023-02-07 09:08:51,1.12.0,PRexp,4,3.9,1.0,7,Pellet,Left,7159,287,521,9,0.41,48.0,,2023-02-07 09:08:51
7967,2023-02-07 10:23:21,1.12.0,PRexp,4,3.89,,1,Left,Left,7160,287,521,0,,,0.2,2023-02-07 10:23:21
7968,2023-02-07 10:23:25,1.12.0,PRexp,4,3.89,3.0,1,Pellet,Left,7160,287,522,1,0.06,4473.0,,2023-02-07 10:23:25
7969,2023-02-07 10:24:02,1.12.0,PRexp,4,3.9,,1,Left,Left,7161,287,522,1,,,0.0,2023-02-07 10:24:02
7970,2023-02-07 10:24:04,1.12.0,PRexp,4,3.89,2.0,1,Pellet,Left,7161,287,523,2,0.34,40.0,,2023-02-07 10:24:04
7971,2023-02-07 10:24:25,1.12.0,PRexp,4,3.89,,2,Left,Left,7162,287,523,2,,,0.04,2023-02-07 10:24:25
7972,2023-02-07 10:24:28,1.12.0,PRexp,4,3.89,,2,Left,Left,7163,287,523,2,,,0.35,2023-02-07 10:24:28
7973,2023-02-07 10:24:30,1.12.0,PRexp,4,3.89,2.0,2,Pellet,Left,7163,287,524,3,0.47,26.0,,2023-02-07 10:24:30
7974,2023-02-07 10:24:54,1.12.0,PRexp,4,3.89,,2,Left,Left,7164,287,524,3,,,0.06,2023-02-07 10:24:54
7975,2023-02-07 10:24:55,1.12.0,PRexp,4,3.9,,2,Left,Left,7165,287,524,3,,,0.03,2023-02-07 10:24:55
7976,2023-02-07 10:24:56,1.12.0,PRexp,4,3.89,2.0,2,Pellet,Left,7165,287,525,4,0.2,26.0,,2023-02-07 10:24:56
7977,2023-02-07 10:25:23,1.12.0,PRexp,4,3.89,,3,Left,Left,7166,287,525,4,,,0.1,2023-02-07 10:25:23
7978,2023-02-07 10:25:25,1.12.0,PRexp,4,3.89,,3,Left,Left,7167,287,525,4,,,0.7,2023-02-07 10:25:25
7979,2023-02-07 10:25:27,1.12.0,PRexp,4,3.89,,3,Left,Left,7168,287,525,4,,,0.0,2023-02-07 10:25:27
7980,2023-02-07 10:25:28,1.12.0,PRexp,4,3.89,1.0,3,Pellet,Left,7168,287,526,5,0.13,32.0,,2023-02-07 10:25:28
7981,2023-02-07 10:25:58,1.12.0,PRexp,4,3.89,,4,Left,Left,7169,287,526,5,,,0.22,2023-02-07 10:25:58
7982,2023-02-07 10:25:59,1.12.0,PRexp,4,3.89,,4,Left,Left,7170,287,526,5,,,0.71,2023-02-07 10:25:59
7983,2023-02-07 10:26:02,1.12.0,PRexp,4,3.89,,4,Left,Left,7171,287,526,5,,,1.22,2023-02-07 10:26:02
7984,2023-02-07 10:26:03,1.12.0,PRexp,4,3.89,,4,Left,Left,7172,287,526,5,,,0.55,2023-02-07 10:26:03
7985,2023-02-07 10:26:04,1.12.0,PRexp,4,3.9,1.0,4,Pellet,Left,7172,287,527,6,0.41,36.0,,2023-02-07 10:26:04
7986,2023-02-07 10:26:42,1.12.0,PRexp,4,3.89,,5,Left,Left,7173,287,527,6,,,0.1,2023-02-07 10:26:42
7987,2023-02-07 10:26:43,1.12.0,PRexp,4,3.89,,5,Left,Left,7174,287,527,6,,,0.22,2023-02-07 10:26:43
7988,2023-02-07 10:26:44,1.12.0,PRexp,4,3.89,,5,Left,Left,7175,287,527,6,,,0.08,2023-02-07 10:26:44
7989,2023-02-07 10:26:45,1.12.0,PRexp,4,3.89,,5,Left,Left,7176,287,527,6,,,0.66,2023-02-07 10:26:45
7990,2023-02-07 10:26:47,1.12.0,PRexp,4,3.89,,5,Left,Left,7177,287,527,6,,,0.39,2023-02-07 10:26:47
7991,2023-02-07 10:26:51,1.12.0,PRexp,4,3.89,3.0,5,Pellet,Left,7177,287,528,7,0.06,47.0,,2023-02-07 10:26:51
7992,2023-02-07 12:25:36,1.12.0,PRexp,4,3.89,,1,Left,Left,7178,287,528,0,,,0.47,2023-02-07 12:25:36
7993,2023-02-07 12:25:38,1.12.0,PRexp,4,3.89,1.0,1,Pellet,Left,7178,287,529,1,0.88,7127.0,,2023-02-07 12:25:38
7994,2023-02-07 12:26:22,1.12.0,PRexp,4,3.89,,1,Left,Left,7179,287,529,1,,,0.06,2023-02-07 12:26:22
7995,2023-02-07 12:26:23,1.12.0,PRexp,4,3.89,1.0,1,Pellet,Left,7179,287,530,2,0.2,45.0,,2023-02-07 12:26:23
7996,2023-02-07 12:26:52,1.12.0,PRexp,4,3.89,,2,Left,Left,7180,287,530,2,,,0.25,2023-02-07 12:26:52
7997,2023-02-07 12:26:54,1.12.0,PRexp,4,3.89,,2,Left,Left,7181,287,530,2,,,0.24,2023-02-07 12:26:54
7998,2023-02-07 12:26:55,1.12.0,PRexp,4,3.89,1.0,2,Pellet,Left,7181,287,531,3,0.34,32.0,,2023-02-07 12:26:55
7999,2023-02-07 12:27:22,1.12.0,PRexp,4,3.89,,2,Left,Left,7182,287,531,3,,,0.19,2023-02-07 12:27:22
8000,2023-02-07 12:27:26,1.12.0,PRexp,4,3.89,,2,Left,Left,7183,287,531,3,,,0.32,2023-02-07 12:27:26
8001,2023-02-07 12:27:27,1.12.0,PRexp,4,3.89,1.0,2,Pellet,Left,7183,287,532,4,0.34,32.0,,2023-02-07 12:27:27
8002,2023-02-07 12:27:53,1.12.0,PRexp,4,3.89,,3,Left,Left,7184,287,532,4,,,0.18,2023-02-07 12:27:53
8003,2023-02-07 12:27:54,1.12.0,PRexp,4,3.89,,3,Left,Left,7185,287,532,4,,,0.0,2023-02-07 12:27:54
8004,2023-02-07 12:27:55,1.12.0,PRexp,4,3.89,,3,Left,Left,7186,287,532,4,,,0.0,2023-02-07 12:27:55
8005,2023-02-07 12:27:56,1.12.0,PRexp,4,3.89,1.0,3,Pellet,Left,7186,287,533,5,0.2,29.0,,2023-02-07 12:27:56
8006,2023-02-07 12:28:24,1.12.0,PRexp,4,3.89,,4,Left,Left,7187,287,533,5,,,0.2,2023-02-07 12:28:24
8007,2023-02-07 12:28:27,1.12.0,PRexp,4,3.89,,4,Left,Left,7188,287,533,5,,,0.69,2023-02-07 12:28:27
8008,2023-02-07 12:28:29,1.12.0,PRexp,4,3.89,,4,Left,Left,7189,287,533,5,,,0.02,2023-02-07 12:28:29
8009,2023-02-07 12:28:29,1.12.0,PRexp,4,3.89,,4,Left,Left,7190,287,533,5,,,0.0,2023-02-07 12:28:29
8010,2023-02-07 12:28:32,1.12.0,PRexp,4,3.89,1.0,4,Pellet,Left,7190,287,534,6,1.64,36.0,,2023-02-07 12:28:32
8011,2023-02-07 12:32:56,1.12.0,PRexp,4,3.89,,5,Left,Left,7191,287,534,6,,,0.24,2023-02-07 12:32:56
8012,2023-02-07 12:33:00,1.12.0,PRexp,4,3.89,,5,Left,Left,7192,287,534,6,,,0.19,2023-02-07 12:33:00
8013,2023-02-07 13:51:22,1.12.0,PRexp,4,3.89,,1,Left,Left,7193,287,534,0,,,0.15,2023-02-07 13:51:22
8014,2023-02-07 13:51:25,1.12.0,PRexp,4,3.89,2.0,1,Pellet,Left,7193,287,535,1,0.54,4973.0,,2023-02-07 13:51:25
8015,2023-02-07 13:51:47,1.12.0,PRexp,4,3.89,,1,Left,Left,7194,287,535,1,,,0.02,2023-02-07 13:51:47
8016,2023-02-07 13:51:48,1.12.0,PRexp,4,3.89,1.0,1,Pellet,Left,7194,287,536,2,0.27,23.0,,2023-02-07 13:51:48
8017,2023-02-07 13:52:07,1.12.0,PRexp,4,3.89,,2,Left,Left,7195,287,536,2,,,0.27,2023-02-07 13:52:07
8018,2023-02-07 13:52:08,1.12.0,PRexp,4,3.89,,2,Left,Left,7196,287,536,2,,,0.17,2023-02-07 13:52:08
8019,2023-02-07 13:52:09,1.12.0,PRexp,4,3.89,1.0,2,Pellet,Left,7196,287,537,3,0.27,21.0,,2023-02-07 13:52:09
8020,2023-02-07 13:52:27,1.12.0,PRexp,4,3.89,,2,Left,Left,7197,287,537,3,,,0.08,2023-02-07 13:52:27
8021,2023-02-07 13:52:31,1.12.0,PRexp,4,3.89,,2,Left,Left,7198,287,537,3,,,0.07,2023-02-07 13:52:31
8022,2023-02-07 13:52:32,1.12.0,PRexp,4,3.89,1.0,2,Pellet,Left,7198,287,538,4,0.27,23.0,,2023-02-07 13:52:32
8023,2023-02-07 13:52:49,1.12.0,PRexp,4,3.89,,3,Left,Left,7199,287,538,4,,,0.11,2023-02-07 13:52:49
8024,2023-02-07 13:52:50,1.12.0,PRexp,4,3.89,,3,Left,Left,7200,287,538,4,,,0.15,2023-02-07 13:52:50
8025,2023-02-07 13:52:51,1.12.0,PRexp,4,3.88,,3,Left,Left,7201,287,538,4,,,0.16,2023-02-07 13:52:51
8026,2023-02-07 13:52:52,1.12.0,PRexp,4,3.89,1.0,3,Pellet,Left,7201,287,539,5,0.2,20.0,,2023-02-07 13:52:52
8027,2023-02-07 13:53:11,1.12.0,PRexp,4,3.89,,4,Left,Left,7202,287,539,5,,,0.27,2023-02-07 13:53:11
8028,2023-02-07 13:53:12,1.12.0,PRexp,4,3.89,,4,Left,Left,7203,287,539,5,,,0.0,2023-02-07 13:53:12
8029,2023-02-07 13:53:13,1.12.0,PRexp,4,3.89,,4,Left,Left,7204,287,539,5,,,0.32,2023-02-07 13:53:13
8030,2023-02-07 13:53:14,1.12.0,PRexp,4,3.88,,4,Left,Left,7205,287,539,5,,,0.35,2023-02-07 13:53:14
8031,2023-02-07 13:53:15,1.12.0,PRexp,4,3.89,1.0,4,Pellet,Left,7205,287,540,6,0.2,23.0,,2023-02-07 13:53:15
8032,2023-02-07 13:53:42,1.12.0,PRexp,4,3.89,,5,Left,Left,7206,287,540,6,,,0.26,2023-02-07 13:53:42
8033,2023-02-07 13:53:43,1.12.0,PRexp,4,3.89,,5,Left,Left,7207,287,540,6,,,0.42,2023-02-07 13:53:43
8034,2023-02-07 13:53:45,1.12.0,PRexp,4,3.89,,5,Left,Left,7208,287,540,6,,,0.67,2023-02-07 13:53:45
8035,2023-02-07 13:53:46,1.12.0,PRexp,4,3.89,,5,Left,Left,7209,287,540,6,,,0.04,2023-02-07 13:53:46
8036,2023-02-07 13:53:47,1.12.0,PRexp,4,3.89,,5,Left,Left,7210,287,540,6,,,0.29,2023-02-07 13:53:47
8037,2023-02-07 13:53:48,1.12.0,PRexp,4,3.89,1.0,5,Pellet,Left,7210,287,541,7,0.34,33.0,,2023-02-07 13:53:48
8038,2023-02-07 13:54:10,1.12.0,PRexp,4,3.89,,6,Left,Left,7211,287,541,7,,,0.32,2023-02-07 13:54:10
8039,2023-02-07 13:54:12,1.12.0,PRexp,4,3.89,,6,Left,Left,7212,287,541,7,,,0.34,2023-02-07 13:54:12
8040,2023-02-07 13:54:14,1.12.0,PRexp,4,3.89,,6,Left,Left,7213,287,541,7,,,0.17,2023-02-07 13:54:14
8041,2023-02-07 13:54:14,1.12.0,PRexp,4,3.88,,6,Left,Left,7214,287,541,7,,,0.0,2023-02-07 13:54:14
8042,2023-02-07 13:54:15,1.12.0,PRexp,4,3.89,,6,Left,Left,7215,287,541,7,,,0.0,2023-02-07 13:54:15
8043,2023-02-07 13:54:17,1.12.0,PRexp,4,3.89,,6,Left,Left,7216,287,541,7,,,0.01,2023-02-07 13:54:17
8044,2023-02-07 13:54:20,1.12.0,PRexp,4,3.89,2.0,6,Pellet,Left,7216,287,542,8,0.06,32.0,,2023-02-07 13:54:20
8045,2023-02-07 15:28:37,1.12.0,PRexp,4,3.89,,1,Left,Left,7217,287,542,0,,,0.16,2023-02-07 15:28:37
8046,2023-02-07 15:28:38,1.12.0,PRexp,4,3.89,1.0,1,Pellet,Left,7217,287,543,1,0.41,5658.0,,2023-02-07 15:28:38
8047,2023-02-07 15:29:08,1.12.0,PRexp,4,3.88,,1,Left,Left,7218,287,543,1,,,0.03,2023-02-07 15:29:08
8048,2023-02-07 15:29:09,1.12.0,PRexp,4,3.89,1.0,1,Pellet,Left,7218,287,544,2,0.41,31.0,,2023-02-07 15:29:09
8049,2023-02-07 15:29:37,1.12.0,PRexp,4,3.89,,2,Left,Left,7219,287,544,2,,,0.36,2023-02-07 15:29:37
8050,2023-02-07 15:29:38,1.12.0,PRexp,4,3.89,,2,Left,Left,7220,287,544,2,,,0.39,2023-02-07 15:29:38
8051,2023-02-07 15:29:39,1.12.0,PRexp,4,3.89,1.0,2,Pellet,Left,7220,287,545,3,0.2,30.0,,2023-02-07 15:29:39
8052,2023-02-07 15:30:03,1.12.0,PRexp,4,3.89,,2,Left,Left,7221,287,545,3,,,0.17,2023-02-07 15:30:03
8053,2023-02-07 15:30:04,1.12.0,PRexp,4,3.89,,2,Left,Left,7222,287,545,3,,,0.04,2023-02-07 15:30:04
8054,2023-02-07 15:30:05,1.12.0,PRexp,4,3.89,1.0,2,Pellet,Left,7222,287,546,4,0.27,26.0,,2023-02-07 15:30:05
8055,2023-02-07 15:30:37,1.12.0,PRexp,4,3.89,,3,Left,Left,7223,287,546,4,,,0.17,2023-02-07 15:30:37
8056,2023-02-07 15:30:39,1.12.0,PRexp,4,3.88,,3,Left,Left,7224,287,546,4,,,0.33,2023-02-07 15:30:39
8057,2023-02-07 15:30:40,1.12.0,PRexp,4,3.89,,3,Left,Left,7225,287,546,4,,,0.0,2023-02-07 15:30:40
8058,2023-02-07 15:30:41,1.12.0,PRexp,4,3.88,1.0,3,Pellet,Left,7225,287,547,5,0.27,36.0,,2023-02-07 15:30:41
8059,2023-02-07 15:31:01,1.12.0,PRexp,4,3.88,,4,Left,Left,7226,287,547,5,,,0.66,2023-02-07 15:31:01
8060,2023-02-07 15:31:02,1.12.0,PRexp,4,3.89,,4,Left,Left,7227,287,547,5,,,0.0,2023-02-07 15:31:02
8061,2023-02-07 15:31:02,1.12.0,PRexp,4,3.89,,4,Left,Left,7228,287,547,5,,,0.0,2023-02-07 15:31:02
8062,2023-02-07 15:31:04,1.12.0,PRexp,4,3.89,,4,Left,Left,7229,287,547,5,,,0.45,2023-02-07 15:31:04
8063,2023-02-07 15:31:05,1.12.0,PRexp,4,3.88,1.0,4,Pellet,Left,7229,287,548,6,0.27,24.0,,2023-02-07 15:31:05
8064,2023-02-07 15:31:32,1.12.0,PRexp,4,3.88,,5,Left,Left,7230,287,548,6,,,0.17,2023-02-07 15:31:32
8065,2023-02-07 15:31:33,1.12.0,PRexp,4,3.89,,5,Left,Left,7231,287,548,6,,,0.59,2023-02-07 15:31:33
8066,2023-02-07 15:31:34,1.12.0,PRexp,4,3.89,,5,Left,Left,7232,287,548,6,,,0.01,2023-02-07 15:31:34
8067,2023-02-07 15:31:35,1.12.0,PRexp,4,3.88,,5,Left,Left,7233,287,548,6,,,0.15,2023-02-07 15:31:35
8068,2023-02-07 15:31:36,1.12.0,PRexp,4,3.89,,5,Left,Left,7234,287,548,6,,,0.0,2023-02-07 15:31:36
8069,2023-02-07 15:31:53,1.12.0,PRexp,4,3.88,3.0,5,Pellet,Left,7234,287,549,7,12.67,48.0,,2023-02-07 15:31:53
8070,2023-02-07 15:34:29,1.12.0,PRexp,4,3.88,,6,Right,Left,7234,288,549,7,,,0.08,2023-02-07 15:34:29
8071,2023-02-07 15:34:35,1.12.0,PRexp,4,3.89,,6,Left,Left,7235,288,549,7,,,0.03,2023-02-07 15:34:35
8072,2023-02-07 16:37:29,1.12.0,PRexp,4,3.89,,1,Left,Left,7236,288,549,0,,,0.18,2023-02-07 16:37:29
8073,2023-02-07 16:37:30,1.12.0,PRexp,4,3.88,1.0,1,Pellet,Left,7236,288,550,1,0.81,3937.0,,2023-02-07 16:37:30
8074,2023-02-07 16:38:02,1.12.0,PRexp,4,3.89,,1,Left,Left,7237,288,550,1,,,0.18,2023-02-07 16:38:02
8075,2023-02-07 16:38:03,1.12.0,PRexp,4,3.88,1.0,1,Pellet,Left,7237,288,551,2,0.06,33.0,,2023-02-07 16:38:03
8076,2023-02-07 16:38:26,1.12.0,PRexp,4,3.88,,2,Left,Left,7238,288,551,2,,,0.51,2023-02-07 16:38:26
8077,2023-02-07 16:38:28,1.12.0,PRexp,4,3.88,,2,Left,Left,7239,288,551,2,,,0.14,2023-02-07 16:38:28
8078,2023-02-07 16:38:29,1.12.0,PRexp,4,3.88,1.0,2,Pellet,Left,7239,288,552,3,0.2,26.0,,2023-02-07 16:38:29
8079,2023-02-07 16:38:52,1.12.0,PRexp,4,3.88,,2,Left,Left,7240,288,552,3,,,0.36,2023-02-07 16:38:52
8080,2023-02-07 16:38:53,1.12.0,PRexp,4,3.88,,2,Left,Left,7241,288,552,3,,,0.04,2023-02-07 16:38:53
8081,2023-02-07 16:38:54,1.12.0,PRexp,4,3.89,1.0,2,Pellet,Left,7241,288,553,4,0.34,25.0,,2023-02-07 16:38:54
8082,2023-02-07 16:39:16,1.12.0,PRexp,4,3.88,,3,Left,Left,7242,288,553,4,,,0.02,2023-02-07 16:39:16
8083,2023-02-07 16:39:18,1.12.0,PRexp,4,3.88,,3,Left,Left,7243,288,553,4,,,0.12,2023-02-07 16:39:18
8084,2023-02-07 16:39:21,1.12.0,PRexp,4,3.88,,3,Left,Left,7244,288,553,4,,,0.85,2023-02-07 16:39:21
8085,2023-02-07 16:39:22,1.12.0,PRexp,4,3.88,1.0,3,Pellet,Left,7244,288,554,5,0.41,28.0,,2023-02-07 16:39:22
8086,2023-02-07 16:39:45,1.12.0,PRexp,4,3.88,,4,Left,Left,7245,288,554,5,,,0.18,2023-02-07 16:39:45
8087,2023-02-07 16:39:47,1.12.0,PRexp,4,3.88,,4,Left,Left,7246,288,554,5,,,0.1,2023-02-07 16:39:47
8088,2023-02-07 16:39:48,1.12.0,PRexp,4,3.88,,4,Left,Left,7247,288,554,5,,,0.22,2023-02-07 16:39:48
8089,2023-02-07 16:39:49,1.12.0,PRexp,4,3.88,,4,Left,Left,7248,288,554,5,,,0.66,2023-02-07 16:39:49
8090,2023-02-07 16:39:52,1.12.0,PRexp,4,3.88,3.0,4,Pellet,Left,7248,288,555,6,0.06,30.0,,2023-02-07 16:39:52
8091,2023-02-07 16:40:21,1.12.0,PRexp,4,3.88,,5,Left,Left,7249,288,555,6,,,0.2,2023-02-07 16:40:21
8092,2023-02-07 16:40:22,1.12.0,PRexp,4,3.89,,5,Left,Left,7250,288,555,6,,,0.22,2023-02-07 16:40:22
8093,2023-02-07 16:40:23,1.12.0,PRexp,4,3.88,,5,Left,Left,7251,288,555,6,,,0.43,2023-02-07 16:40:23
8094,2023-02-07 16:40:25,1.12.0,PRexp,4,3.89,,5,Left,Left,7252,288,555,6,,,0.85,2023-02-07 16:40:25
