Time,59F
6/2/2024 17:00,1.31
6/2/2024 18:00,21.2
6/2/2024 19:00,10.7
6/2/2024 20:00,40.8
6/2/2024 21:00,5.31
6/2/2024 22:00,9.96
6/2/2024 23:00,43.9
6/3/2024 0:00,4.75
6/3/2024 1:00,1.16
6/3/2024 2:00,3.78
6/3/2024 3:00,16.8
6/3/2024 4:00,1.24
6/3/2024 5:00,1.66
6/3/2024 6:00,1.57
6/3/2024 7:00,2.62
6/3/2024 8:00,1.5
6/3/2024 9:00,1.18
6/3/2024 10:00,6.24
6/3/2024 11:00,4.09
6/3/2024 12:00,8.02
6/3/2024 13:00,7.72
6/3/2024 14:00,28.2
6/3/2024 15:00,1.25
6/3/2024 16:00,7.58
6/3/2024 17:00,54.1
6/3/2024 18:00,22.6
6/3/2024 19:00,5.7
6/3/2024 20:00,1.2
6/3/2024 21:00,1.2
6/3/2024 22:00,2.45
6/3/2024 23:00,22.5
6/4/2024 0:00,1.2
6/4/2024 1:00,1.14
6/4/2024 2:00,1.79
6/4/2024 3:00,2.18
6/4/2024 4:00,2.07
6/4/2024 5:00,1.85
6/4/2024 6:00,1.41
6/4/2024 7:00,1.94
6/4/2024 8:00,1.77
6/4/2024 9:00,
6/4/2024 10:00,
6/4/2024 11:00,
6/4/2024 12:00,
