Time,A04
5/28/2024 13:00,8.87
5/28/2024 14:00,2.98
5/28/2024 15:00,1.02
5/28/2024 16:00,0.617
5/28/2024 17:00,0.0555
5/28/2024 18:00,2.45
5/28/2024 19:00,0.615
5/28/2024 20:00,0.0244
5/28/2024 21:00,0.0244
5/28/2024 22:00,1.14
5/28/2024 23:00,5.69
5/29/2024 0:00,0.712
5/29/2024 1:00,0.0747
5/29/2024 2:00,0.0244
5/29/2024 3:00,0.0244
5/29/2024 4:00,0.531
5/29/2024 5:00,9.45
5/29/2024 6:00,4.26
5/29/2024 7:00,8.73
5/29/2024 8:00,0.0669
5/29/2024 9:00,8.83
5/29/2024 10:00,0.0324
5/29/2024 11:00,15.9
5/29/2024 12:00,0.47
5/29/2024 13:00,0.0244
5/29/2024 14:00,0.487
5/29/2024 15:00,2.89
5/29/2024 16:00,0.0244
5/29/2024 17:00,0.435
5/29/2024 18:00,0.307
5/29/2024 19:00,15
5/29/2024 20:00,4.27
5/29/2024 21:00,23.1
5/29/2024 22:00,25.1
5/29/2024 23:00,5.32
5/30/2024 0:00,10.4
5/30/2024 1:00,1.39
5/30/2024 2:00,1.31
5/30/2024 3:00,3.77
5/30/2024 4:00,18.4
5/30/2024 5:00,0.344
5/30/2024 6:00,7.67
5/30/2024 7:00,0.793
5/30/2024 8:00,1.54
5/30/2024 9:00,1.09
5/30/2024 10:00,0.585
5/30/2024 11:00,0.402
5/30/2024 12:00,3.16
5/30/2024 13:00,4.76
5/30/2024 14:00,0.0244
5/30/2024 15:00,0.946
5/30/2024 16:00,13.2
5/30/2024 17:00,1.19
5/30/2024 18:00,1.19
5/30/2024 19:00,15.3
5/30/2024 20:00,10.3
5/30/2024 21:00,8.7
5/30/2024 22:00,19.3
5/30/2024 23:00,7.75
5/31/2024 0:00,1.51
5/31/2024 1:00,0.872
5/31/2024 2:00,12.1
5/31/2024 3:00,2.32
5/31/2024 4:00,0.279
5/31/2024 5:00,15.9
5/31/2024 6:00,1.15
5/31/2024 7:00,1.45
5/31/2024 8:00,1.11
5/31/2024 9:00,14.3
5/31/2024 10:00,0.229
5/31/2024 11:00,1.17
5/31/2024 12:00,0.582
5/31/2024 13:00,0.465
5/31/2024 14:00,1.44
5/31/2024 15:00,0.559
5/31/2024 16:00,6.35
5/31/2024 17:00,0.708
5/31/2024 18:00,1.97
5/31/2024 19:00,6.35
5/31/2024 20:00,14.5
5/31/2024 21:00,5.8
5/31/2024 22:00,6.91
5/31/2024 23:00,15.6
6/1/2024 0:00,6.21
6/1/2024 1:00,17.1
6/1/2024 2:00,1.49
6/1/2024 3:00,3.35
6/1/2024 4:00,16.6
6/1/2024 5:00,0.702
6/1/2024 6:00,4.06
6/1/2024 7:00,7.73
6/1/2024 8:00,16.9
6/1/2024 9:00,0.0244
6/1/2024 10:00,0.415
6/1/2024 11:00,0.673
6/1/2024 12:00,0.646
6/1/2024 13:00,0.0267
6/1/2024 14:00,1.85
6/1/2024 15:00,2.47
6/1/2024 16:00,7.95
6/1/2024 17:00,1.41
6/1/2024 18:00,2.77
6/1/2024 19:00,3.69
6/1/2024 20:00,7.75
6/1/2024 21:00,5.77
6/1/2024 22:00,19.3
6/1/2024 23:00,17.3
6/2/2024 0:00,0.305
6/2/2024 1:00,5.15
6/2/2024 2:00,18.4
6/2/2024 3:00,6.18
6/2/2024 4:00,3.07
6/2/2024 5:00,3.1
6/2/2024 6:00,12.5
6/2/2024 7:00,0.419
6/2/2024 8:00,0.477
6/2/2024 9:00,1.02
6/2/2024 10:00,0.0425
6/2/2024 11:00,1.1
6/2/2024 12:00,0.359
6/2/2024 13:00,0.296
6/2/2024 14:00,2.17
6/2/2024 15:00,12.5
6/2/2024 16:00,1.73
6/2/2024 17:00,0.514
6/2/2024 18:00,3.1
6/2/2024 19:00,5.56
6/2/2024 20:00,6.26
6/2/2024 21:00,19.7
6/2/2024 22:00,13.2
6/2/2024 23:00,27.5
6/3/2024 0:00,27.5
6/3/2024 1:00,7.18
6/3/2024 2:00,1.04
6/3/2024 3:00,0.45
6/3/2024 4:00,11.8
6/3/2024 5:00,7.57
6/3/2024 6:00,0.814
6/3/2024 7:00,0.641
6/3/2024 8:00,10.3
6/3/2024 9:00,0.165
6/3/2024 10:00,0.285
6/3/2024 11:00,11.3
6/3/2024 12:00,0.0371
6/3/2024 13:00,0.0457
6/3/2024 14:00,0.364
6/3/2024 15:00,0.0411
6/3/2024 16:00,14
6/3/2024 17:00,0.477
6/3/2024 18:00,0.469
6/3/2024 19:00,14.7
6/3/2024 20:00,7.01
6/3/2024 21:00,12.7
6/3/2024 22:00,16.1
6/3/2024 23:00,14.3
6/4/2024 0:00,0.772
6/4/2024 1:00,0.714
6/4/2024 2:00,30.3
6/4/2024 3:00,3.63
6/4/2024 4:00,0.256
6/4/2024 5:00,20.2
6/4/2024 6:00,0.187
6/4/2024 7:00,0.873
6/4/2024 8:00,6.44
6/4/2024 9:00,
6/4/2024 10:00,
6/4/2024 11:00,
6/4/2024 12:00,
