Time,A22
5/30/2024 21:00,0.164
5/30/2024 22:00,4.37
5/30/2024 23:00,17.5
5/31/2024 0:00,0.0244
5/31/2024 1:00,0.0244
5/31/2024 2:00,5.77
5/31/2024 3:00,0.0768
5/31/2024 4:00,0.875
5/31/2024 5:00,0.603
5/31/2024 6:00,0.805
5/31/2024 7:00,1.09
5/31/2024 8:00,0.0244
5/31/2024 9:00,0.0244
5/31/2024 10:00,0.662
5/31/2024 11:00,0.718
5/31/2024 12:00,0.0244
5/31/2024 13:00,0.0244
5/31/2024 14:00,0.694
5/31/2024 15:00,0.356
5/31/2024 16:00,0.145
5/31/2024 17:00,0.0244
5/31/2024 18:00,1.23
5/31/2024 19:00,3.47
5/31/2024 20:00,0.905
5/31/2024 21:00,3.71
5/31/2024 22:00,15.2
5/31/2024 23:00,0.0662
6/1/2024 0:00,5.51
6/1/2024 1:00,13
6/1/2024 2:00,0.0244
6/1/2024 3:00,0.509
6/1/2024 4:00,4.96
6/1/2024 5:00,2.59
6/1/2024 6:00,0.194
6/1/2024 7:00,2.76
6/1/2024 8:00,0.753
6/1/2024 9:00,0.783
6/1/2024 10:00,0.0244
6/1/2024 11:00,0.0244
6/1/2024 12:00,5.01
6/1/2024 13:00,0.109
6/1/2024 14:00,0.506
6/1/2024 15:00,1.66
6/1/2024 16:00,4.77
6/1/2024 17:00,0.175
6/1/2024 18:00,3.47
6/1/2024 19:00,24.1
6/1/2024 20:00,13.8
6/1/2024 21:00,0.6
6/1/2024 22:00,18.2
6/1/2024 23:00,2.85
6/2/2024 0:00,18.7
6/2/2024 1:00,4.83
6/2/2024 2:00,0.995
6/2/2024 3:00,4.08
6/2/2024 4:00,1.93
6/2/2024 5:00,5.09
6/2/2024 6:00,9.24
6/2/2024 7:00,5.21
6/2/2024 8:00,0.0244
6/2/2024 9:00,0.524
6/2/2024 10:00,0.776
6/2/2024 11:00,0.831
6/2/2024 12:00,1.99
6/2/2024 13:00,0.0244
6/2/2024 14:00,0.76
6/2/2024 15:00,1.41
6/2/2024 16:00,0.139
6/2/2024 17:00,0.0244
6/2/2024 18:00,1.77
6/2/2024 19:00,28.4
6/2/2024 20:00,27.9
6/2/2024 21:00,3.73
6/2/2024 22:00,0.0244
6/2/2024 23:00,19.5
6/3/2024 0:00,7.25
6/3/2024 1:00,0.0244
6/3/2024 2:00,15.2
6/3/2024 3:00,0.581
6/3/2024 4:00,0.461
6/3/2024 5:00,7.06
6/3/2024 6:00,0.0244
6/3/2024 7:00,0.0244
6/3/2024 8:00,0.652
6/3/2024 9:00,3.26
6/3/2024 10:00,0.0244
6/3/2024 11:00,0.655
6/3/2024 12:00,0.991
6/3/2024 13:00,0.0244
6/3/2024 14:00,0.368
6/3/2024 15:00,0.557
6/3/2024 16:00,2.84
6/3/2024 17:00,0.0244
6/3/2024 18:00,1.05
6/3/2024 19:00,18.7
6/3/2024 20:00,18.9
6/3/2024 21:00,1.87
6/3/2024 22:00,33.3
6/3/2024 23:00,2.39
6/4/2024 0:00,6.52
6/4/2024 1:00,1.08
6/4/2024 2:00,15.1
6/4/2024 3:00,1.43
6/4/2024 4:00,0.332
6/4/2024 5:00,7.71
6/4/2024 6:00,0.12
6/4/2024 7:00,0.432
6/4/2024 8:00,1.12
6/4/2024 9:00,
6/4/2024 10:00,
6/4/2024 11:00,
6/4/2024 12:00,
