MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time,UnixTime,TimeDiff,ElapseTime,hours
2/10/21 17:58,1.2.5,ProRat,5,4.02,1,2,Left,Left,7,2,4,3,nan,0.04,###############################################################################################################################################################################################################################################################,180,3480,0
2/10/21 17:58,1.2.5,ProRat,5,4.02,2,2,Pellet,Left,7,2,5,4,0.85,nan,###############################################################################################################################################################################################################################################################,0,3480,0
2/10/21 17:59,1.2.5,ProRat,5,4.02,1,3,Left,Left,8,2,5,4,nan,0.05,###############################################################################################################################################################################################################################################################,59.99999952,3540,0
2/10/21 18:04,1.2.5,ProRat,5,4.02,1,3,Left,Left,9,2,5,4,nan,0.03,###############################################################################################################################################################################################################################################################,300.0000005,3840,1
2/10/21 18:05,1.2.5,ProRat,5,4.02,1,3,Right,Left,9,3,5,4,nan,0.11,###############################################################################################################################################################################################################################################################,59.99999952,3900,1
2/10/21 18:05,1.2.5,ProRat,5,4.02,1,3,Left,Left,10,3,5,4,nan,0.01,###############################################################################################################################################################################################################################################################,0,3900,1
2/10/21 18:05,1.2.5,ProRat,5,4.02,3,3,Pellet,Left,10,3,6,5,1.12,nan,###############################################################################################################################################################################################################################################################,0,3900,1
2/10/21 18:05,1.2.5,ProRat,5,4.02,1,4,Left,Left,11,3,6,5,nan,0.23,###############################################################################################################################################################################################################################################################,0,3900,1
2/10/21 18:06,1.2.5,ProRat,5,4.02,1,4,Left,Left,12,3,6,5,nan,0.06,###############################################################################################################################################################################################################################################################,60.00000024,3960,1
2/10/21 18:06,1.2.5,ProRat,5,4.02,1,4,Left,Left,13,3,6,5,nan,0,###############################################################################################################################################################################################################################################################,0,3960,1
2/10/21 18:06,1.2.5,ProRat,5,4.02,1,4,Left,Left,14,3,6,5,nan,0,###############################################################################################################################################################################################################################################################,0,3960,1
2/10/21 18:06,1.2.5,ProRat,5,4.02,1,4,Pellet,Left,14,3,7,6,1.18,nan,###############################################################################################################################################################################################################################################################,0,3960,1
2/10/21 18:07,1.2.5,ProRat,5,4.02,1,5,Left,Left,15,3,7,6,nan,0.17,###############################################################################################################################################################################################################################################################,60,4020,1
2/10/21 18:07,1.2.5,ProRat,5,4.02,1,5,Left,Left,16,3,7,6,nan,0.03,###############################################################################################################################################################################################################################################################,0,4020,1
2/10/21 18:08,1.2.5,ProRat,5,4.02,1,5,Right,Left,16,4,7,6,nan,0.01,###############################################################################################################################################################################################################################################################,60.00000024,4080,1
2/10/21 18:10,1.2.5,ProRat,5,4.02,1,5,Left,Left,17,4,7,6,nan,0.05,###############################################################################################################################################################################################################################################################,119.9999998,4200,1
2/10/21 18:12,1.2.5,ProRat,5,4.02,1,5,Left,Left,18,4,7,6,nan,0,###############################################################################################################################################################################################################################################################,119.9999998,4320,1
2/10/21 18:12,1.2.5,ProRat,5,4.02,1,5,Right,Left,18,5,7,6,nan,0.4,###############################################################################################################################################################################################################################################################,0,4320,1
2/10/21 18:14,1.2.5,ProRat,5,4.02,1,5,Left,Left,19,5,7,6,nan,0.16,###############################################################################################################################################################################################################################################################,120.0000005,4440,1
2/10/21 18:14,1.2.5,ProRat,5,4.02,1,5,Pellet,Left,19,5,8,7,0.65,nan,###############################################################################################################################################################################################################################################################,0,4440,1
2/10/21 18:15,1.2.5,ProRat,5,4.02,1,6,Left,Left,20,5,8,7,nan,0,###############################################################################################################################################################################################################################################################,59.99999952,4500,1
2/10/21 18:22,1.2.5,ProRat,5,4.02,1,6,Left,Left,21,5,8,7,nan,0.04,###############################################################################################################################################################################################################################################################,420.0000002,4920,1
2/10/21 18:22,1.2.5,ProRat,5,4.02,1,6,Left,Left,22,5,8,7,nan,0.27,###############################################################################################################################################################################################################################################################,0,4920,1
2/10/21 18:22,1.2.5,ProRat,5,4.02,1,6,Left,Left,23,5,8,7,nan,0,###############################################################################################################################################################################################################################################################,0,4920,1
2/10/21 18:22,1.2.5,ProRat,5,4.02,1,6,Left,Left,24,5,8,7,nan,0.09,###############################################################################################################################################################################################################################################################,0,4920,1
2/10/21 18:29,1.2.5,ProRat,5,4.02,1,6,Left,Left,25,5,8,7,nan,0.04,###############################################################################################################################################################################################################################################################,420,5340,1
2/10/21 18:29,1.2.5,ProRat,5,4.02,2,6,Pellet,Left,25,5,9,8,0.46,nan,###############################################################################################################################################################################################################################################################,0,5340,1
2/10/21 18:29,1.2.5,ProRat,5,4.02,1,7,Left,Left,26,5,9,8,nan,0.3,###############################################################################################################################################################################################################################################################,0,5340,1
2/10/21 18:29,1.2.5,ProRat,5,4.02,1,7,Left,Left,27,5,9,8,nan,0.29,###############################################################################################################################################################################################################################################################,0,5340,1
2/10/21 18:30,1.2.5,ProRat,5,4.02,1,7,Left,Left,28,5,9,8,nan,0,###############################################################################################################################################################################################################################################################,60.00000024,5400,1
2/10/21 18:30,1.2.5,ProRat,5,4.02,1,7,Left,Left,29,5,9,8,nan,0.16,###############################################################################################################################################################################################################################################################,0,5400,1
2/10/21 18:30,1.2.5,ProRat,5,4.02,1,7,Left,Left,30,5,9,8,nan,0.35,###############################################################################################################################################################################################################################################################,0,5400,1
2/10/21 18:30,1.2.5,ProRat,5,4.02,1,7,Left,Left,31,5,9,8,nan,0.02,###############################################################################################################################################################################################################################################################,0,5400,1
2/10/21 18:30,1.2.5,ProRat,5,4.02,1,7,Left,Left,32,5,9,8,nan,0.37,###############################################################################################################################################################################################################################################################,0,5400,1
2/10/21 18:30,1.2.5,ProRat,5,4.02,1,7,Pellet,Left,32,5,10,9,0.39,nan,###############################################################################################################################################################################################################################################################,0,5400,1
2/10/21 18:31,1.2.5,ProRat,5,4.02,1,9,Left,Left,33,5,10,9,nan,0.06,###############################################################################################################################################################################################################################################################,59.99999952,5460,1
2/10/21 18:31,1.2.5,ProRat,5,4.02,1,9,Left,Left,34,5,10,9,nan,0.25,###############################################################################################################################################################################################################################################################,0,5460,1
2/10/21 18:31,1.2.5,ProRat,5,4.02,1,9,Left,Left,35,5,10,9,nan,0.07,###############################################################################################################################################################################################################################################################,0,5460,1
2/10/21 18:39,1.2.5,ProRat,5,4.02,1,9,Left,Left,36,5,10,9,nan,0.25,###############################################################################################################################################################################################################################################################,480.0000002,5940,1
2/10/21 18:39,1.2.5,ProRat,5,4.02,1,9,Left,Left,37,5,10,9,nan,0.13,###############################################################################################################################################################################################################################################################,0,5940,1
2/10/21 18:39,1.2.5,ProRat,5,4.02,1,9,Left,Left,38,5,10,9,nan,0.15,###############################################################################################################################################################################################################################################################,0,5940,1
2/10/21 18:39,1.2.5,ProRat,5,4.02,1,9,Left,Left,39,5,10,9,nan,0.04,###############################################################################################################################################################################################################################################################,0,5940,1
2/10/21 18:39,1.2.5,ProRat,5,4.02,1,9,Left,Left,40,5,10,9,nan,0,###############################################################################################################################################################################################################################################################,0,5940,1
2/10/21 18:40,1.2.5,ProRat,5,4.02,1,9,Right,Left,40,6,10,9,nan,0.1,###############################################################################################################################################################################################################################################################,60.00000024,6000,1
2/10/21 18:40,1.2.5,ProRat,5,4.02,1,9,Right,Left,40,7,10,9,nan,0.26,###############################################################################################################################################################################################################################################################,0,6000,1
2/10/21 18:45,1.2.5,ProRat,5,4.02,1,9,Left,Left,41,7,10,9,nan,0.16,###############################################################################################################################################################################################################################################################,299.9999998,6300,1
2/10/21 18:45,1.2.5,ProRat,5,4.02,1,9,Pellet,Left,41,7,11,10,0.33,nan,###############################################################################################################################################################################################################################################################,0,6300,1
2/10/21 18:45,1.2.5,ProRat,5,4.02,1,10,Left,Left,42,7,11,10,nan,0.16,###############################################################################################################################################################################################################################################################,0,6300,1
2/10/21 18:45,1.2.5,ProRat,5,4.02,1,10,Left,Left,43,7,11,10,nan,0.32,###############################################################################################################################################################################################################################################################,0,6300,1
2/10/21 18:45,1.2.5,ProRat,5,4.02,1,10,Left,Left,44,7,11,10,nan,0.17,###############################################################################################################################################################################################################################################################,0,6300,1
2/10/21 18:45,1.2.5,ProRat,5,4.02,1,10,Left,Left,45,7,11,10,nan,0.02,###############################################################################################################################################################################################################################################################,0,6300,1
2/10/21 18:45,1.2.5,ProRat,5,4.02,1,10,Left,Left,46,7,11,10,nan,0.11,###############################################################################################################################################################################################################################################################,0,6300,1
2/10/21 18:45,1.2.5,ProRat,5,4.02,1,10,Left,Left,47,7,11,10,nan,0.28,###############################################################################################################################################################################################################################################################,0,6300,1
2/10/21 18:45,1.2.5,ProRat,5,4.02,1,10,Left,Left,48,7,11,10,nan,0.08,###############################################################################################################################################################################################################################################################,0,6300,1
2/10/21 18:46,1.2.5,ProRat,5,4.02,1,10,Left,Left,49,7,11,10,nan,0.26,###############################################################################################################################################################################################################################################################,60.00000024,6360,1
2/10/21 18:46,1.2.5,ProRat,5,4.02,1,10,Left,Left,50,7,11,10,nan,0.31,###############################################################################################################################################################################################################################################################,0,6360,1
2/10/21 18:46,1.2.5,ProRat,5,4.02,1,10,Left,Left,51,7,11,10,nan,0.25,###############################################################################################################################################################################################################################################################,0,6360,1
2/10/21 18:46,1.2.5,ProRat,5,4.02,3,10,Pellet,Left,51,7,12,11,0.39,nan,###############################################################################################################################################################################################################################################################,0,6360,1
2/10/21 18:46,1.2.5,ProRat,5,4.02,1,12,Left,Left,52,7,12,11,nan,0.01,###############################################################################################################################################################################################################################################################,0,6360,1
2/10/21 18:46,1.2.5,ProRat,5,4.02,1,12,Left,Left,53,7,12,11,nan,0,###############################################################################################################################################################################################################################################################,0,6360,1
2/10/21 18:46,1.2.5,ProRat,5,4.02,1,12,Left,Left,54,7,12,11,nan,0.28,###############################################################################################################################################################################################################################################################,0,6360,1
2/10/21 18:46,1.2.5,ProRat,5,4.02,1,12,Left,Left,55,7,12,11,nan,0.45,###############################################################################################################################################################################################################################################################,0,6360,1
2/10/21 18:47,1.2.5,ProRat,5,4.02,1,12,Left,Left,56,7,12,11,nan,0.44,###############################################################################################################################################################################################################################################################,59.99999952,6420,1
2/10/21 18:47,1.2.5,ProRat,5,4.02,1,12,Left,Left,57,7,12,11,nan,0.65,###############################################################################################################################################################################################################################################################,0,6420,1
2/10/21 18:47,1.2.5,ProRat,5,4.02,1,12,Left,Left,58,7,12,11,nan,0.29,###############################################################################################################################################################################################################################################################,0,6420,1
2/10/21 18:47,1.2.5,ProRat,5,4.02,1,12,Left,Left,59,7,12,11,nan,0.02,###############################################################################################################################################################################################################################################################,0,6420,1
2/10/21 19:13,1.2.5,ProRat,5,4.02,1,12,Left,Left,60,7,12,11,nan,1.28,###############################################################################################################################################################################################################################################################,1560,7980,2
2/10/21 19:13,1.2.5,ProRat,5,4.02,1,12,Left,Left,61,7,12,11,nan,0.81,###############################################################################################################################################################################################################################################################,0,7980,2
2/10/21 19:13,1.2.5,ProRat,5,4.02,1,12,Left,Left,62,7,12,11,nan,0.34,###############################################################################################################################################################################################################################################################,0,7980,2
2/10/21 19:13,1.2.5,ProRat,5,4.02,1,12,Left,Left,63,7,12,11,nan,0.02,###############################################################################################################################################################################################################################################################,0,7980,2
2/10/21 19:13,1.2.5,ProRat,5,4.02,7,12,Pellet,Left,63,7,13,12,0.79,nan,###############################################################################################################################################################################################################################################################,0,7980,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,64,7,13,12,nan,0.83,###############################################################################################################################################################################################################################################################,60.00000024,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,65,7,13,12,nan,0.01,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,66,7,13,12,nan,0.76,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,67,7,13,12,nan,0.4,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,68,7,13,12,nan,0.99,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,69,7,13,12,nan,0.5,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,70,7,13,12,nan,0.31,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,71,7,13,12,nan,0.34,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,72,7,13,12,nan,1.87,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,73,7,13,12,nan,0.11,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,74,7,13,12,nan,0.47,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,75,7,13,12,nan,0.87,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Left,Left,76,7,13,12,nan,0.57,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:14,1.2.5,ProRat,5,4.02,1,13,Pellet,Left,76,7,14,13,0.33,nan,###############################################################################################################################################################################################################################################################,0,8040,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,77,7,14,13,nan,0.08,###############################################################################################################################################################################################################################################################,60.00000024,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,78,7,14,13,nan,0.38,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,79,7,14,13,nan,0.53,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,80,7,14,13,nan,0.39,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,81,7,14,13,nan,0.61,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,82,7,14,13,nan,0.03,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,83,7,14,13,nan,0.17,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,84,7,14,13,nan,0.24,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,85,7,14,13,nan,0.08,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,86,7,14,13,nan,0.49,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,87,7,14,13,nan,1.04,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,88,7,14,13,nan,0.12,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,89,7,14,13,nan,0,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,90,7,14,13,nan,0,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,1,15,Left,Left,91,7,14,13,nan,0.15,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:15,1.2.5,ProRat,5,4.02,2,15,Pellet,Left,91,7,15,14,0.52,nan,###############################################################################################################################################################################################################################################################,0,8100,2
2/10/21 19:16,1.2.5,ProRat,5,4.02,1,17,Left,Left,92,7,15,14,nan,0.12,###############################################################################################################################################################################################################################################################,59.99999952,8160,2
2/10/21 19:16,1.2.5,ProRat,5,4.02,1,17,Left,Left,93,7,15,14,nan,0.5,###############################################################################################################################################################################################################################################################,0,8160,2
2/10/21 19:16,1.2.5,ProRat,5,4.02,1,17,Left,Left,94,7,15,14,nan,0.7,###############################################################################################################################################################################################################################################################,0,8160,2
2/10/21 19:16,1.2.5,ProRat,5,4.02,1,17,Left,Left,95,7,15,14,nan,0,###############################################################################################################################################################################################################################################################,0,8160,2
2/10/21 19:16,1.2.5,ProRat,5,4.02,1,17,Left,Left,96,7,15,14,nan,0,###############################################################################################################################################################################################################################################################,0,8160,2
2/10/21 19:16,1.2.5,ProRat,5,4.02,1,17,Left,Left,97,7,15,14,nan,0.08,###############################################################################################################################################################################################################################################################,0,8160,2
2/10/21 19:16,1.2.5,ProRat,5,4.02,1,17,Left,Left,98,7,15,14,nan,0,###############################################################################################################################################################################################################################################################,0,8160,2
2/10/21 19:17,1.2.5,ProRat,5,4.02,1,17,Left,Left,99,7,15,14,nan,0.56,###############################################################################################################################################################################################################################################################,60.00000024,8220,2
2/10/21 19:17,1.2.5,ProRat,5,4.02,1,17,Left,Left,100,7,15,14,nan,0.72,###############################################################################################################################################################################################################################################################,0,8220,2
2/10/21 19:17,1.2.5,ProRat,5,4.02,1,17,Left,Left,101,7,15,14,nan,0.09,###############################################################################################################################################################################################################################################################,0,8220,2
2/10/21 19:17,1.2.5,ProRat,5,4.02,1,17,Left,Left,102,7,15,14,nan,0,###############################################################################################################################################################################################################################################################,0,8220,2
2/10/21 19:17,1.2.5,ProRat,5,4.02,1,17,Left,Left,103,7,15,14,nan,0.03,###############################################################################################################################################################################################################################################################,0,8220,2
2/10/21 19:17,1.2.5,ProRat,5,4.02,1,17,Right,Left,103,8,15,14,nan,0.02,###############################################################################################################################################################################################################################################################,0,8220,2
2/10/21 19:17,1.2.5,ProRat,5,4.02,1,17,Right,Left,103,9,15,14,nan,0.05,###############################################################################################################################################################################################################################################################,0,8220,2
2/10/21 19:17,1.2.5,ProRat,5,4.02,1,17,Left,Left,104,9,15,14,nan,0.11,###############################################################################################################################################################################################################################################################,0,8220,2
2/10/21 19:17,1.2.5,ProRat,5,4.02,1,17,Left,Left,105,9,15,14,nan,0.04,###############################################################################################################################################################################################################################################################,0,8220,2
2/10/21 19:18,1.2.5,ProRat,5,4.02,1,17,Left,Left,106,9,15,14,nan,0.05,###############################################################################################################################################################################################################################################################,60.00000024,8280,2
2/10/21 19:18,1.2.5,ProRat,5,4.02,1,17,Left,Left,107,9,15,14,nan,0.51,###############################################################################################################################################################################################################################################################,0,8280,2
2/10/21 19:18,1.2.5,ProRat,5,4.02,1,17,Left,Left,108,9,15,14,nan,0.14,###############################################################################################################################################################################################################################################################,0,8280,2
2/10/21 19:18,1.2.5,ProRat,5,4.02,1,17,Pellet,Left,108,9,16,15,1.18,nan,###############################################################################################################################################################################################################################################################,0,8280,2
2/10/21 19:19,1.2.5,ProRat,5,4.02,1,20,Left,Left,109,9,16,15,nan,0.29,###############################################################################################################################################################################################################################################################,59.99999952,8340,2
