MM:DD:YYYY hh:mm:ss,LibaryVersion,Session_Type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time,Elapsed_Time,Binary_Pellets,Interpellet_Intervals,Binary_Left_Pokes,Binary_Right_Pokes,Correct_Poke,Concat_#,Mode
2/3/2021 7:50,1.1.4,ProRat2,5,3.87,0,7,Poke,Left,2022,179,217,8,,0,1 days 16:27:25.000000000,0,,1,0,1,0,ProRat2
2/3/2021 7:50,1.1.4,ProRat2,5,3.87,0,7,Poke,Left,2023,179,217,8,,0.72,1 days 16:27:28.000000000,0,,1,0,1,0,ProRat2
2/3/2021 7:50,1.1.4,ProRat2,5,3.87,0,7,Pellet,Left,2023,179,218,9,0.76,,1 days 16:27:30.000000000,1,8,0,0,,0,ProRat2
2/3/2021 7:51,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2024,179,218,9,,0.8,1 days 16:28:08.000000000,0,,1,0,1,0,ProRat2
2/3/2021 7:51,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2025,179,218,9,,0,1 days 16:28:09.000000000,0,,1,0,1,0,ProRat2
2/3/2021 7:51,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2026,179,218,9,,0,1 days 16:28:13.000000000,0,,1,0,1,0,ProRat2
2/3/2021 7:51,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2027,179,218,9,,0.63,1 days 16:28:20.000000000,0,,1,0,1,0,ProRat2
2/3/2021 7:51,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2028,179,218,9,,0.34,1 days 16:28:22.000000000,0,,1,0,1,0,ProRat2
2/3/2021 7:58,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2029,179,218,9,,0.11,1 days 16:35:14.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:00,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2030,179,218,9,,0.05,1 days 16:37:29.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:00,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2031,179,218,9,,0.15,1 days 16:37:32.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:01,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2032,179,218,9,,0.02,1 days 16:38:25.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:01,1.1.4,ProRat2,5,3.87,0,9,Pellet,Left,2032,179,219,10,0.89,,1 days 16:38:28.000000000,1,10.966666666666667,0,0,,0,ProRat2
2/3/2021 8:02,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2033,179,219,10,,0.04,1 days 16:39:07.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:02,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2034,179,219,10,,0.24,1 days 16:39:09.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:02,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2035,179,219,10,,0.72,1 days 16:39:11.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:02,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2036,179,219,10,,0,1 days 16:39:16.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:02,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2037,179,219,10,,0.3,1 days 16:39:18.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:02,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2038,179,219,10,,0.26,1 days 16:39:21.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:02,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2039,179,219,10,,0.09,1 days 16:39:23.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:02,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2040,179,219,10,,0.87,1 days 16:39:26.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:02,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2041,179,219,10,,0.5,1 days 16:39:27.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:02,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2042,179,219,10,,0.22,1 days 16:39:29.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:02,1.1.4,ProRat2,5,3.87,0,10,Pellet,Left,2042,179,220,11,0.19,,1 days 16:39:33.000000000,1,1.0833333333333333,0,0,,0,ProRat2
2/3/2021 8:11,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2043,179,220,11,,0,1 days 16:48:26.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:11,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2044,179,220,11,,0.22,1 days 16:48:28.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:11,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2045,179,220,11,,0.13,1 days 16:49:03.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:12,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2046,179,220,11,,0.08,1 days 16:49:07.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:13,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2047,179,220,11,,0.16,1 days 16:50:17.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:13,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2048,179,220,11,,0.16,1 days 16:50:21.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:13,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2049,179,220,11,,0.11,1 days 16:50:22.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:13,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2050,179,220,11,,0.07,1 days 16:50:24.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:47,1.1.4,ProRat2,5,3.87,0,1,Poke,Left,2051,179,220,0,,0.04,1 days 17:24:08.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:47,1.1.4,ProRat2,5,3.87,0,1,Pellet,Left,2051,179,221,1,0.95,,1 days 17:24:10.000000000,1,44.61666666666667,0,0,,0,ProRat2
2/3/2021 8:47,1.1.4,ProRat2,5,3.87,0,1,Poke,Left,2052,179,221,1,,0.38,1 days 17:24:47.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:47,1.1.4,ProRat2,5,3.87,0,1,Pellet,Left,2052,179,222,2,0.76,,1 days 17:24:50.000000000,1,0.6666666666666666,0,0,,0,ProRat2
2/3/2021 8:48,1.1.4,ProRat2,5,3.87,0,2,Poke,Left,2053,179,222,2,,0.14,1 days 17:25:36.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:48,1.1.4,ProRat2,5,3.87,0,2,Poke,Left,2054,179,222,2,,0,1 days 17:25:37.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:48,1.1.4,ProRat2,5,3.87,0,2,Pellet,Left,2054,179,223,3,0.63,,1 days 17:25:40.000000000,1,0.8333333333333334,0,0,,0,ProRat2
2/3/2021 8:49,1.1.4,ProRat2,5,3.87,0,2,Poke,Left,2055,179,223,3,,0.14,1 days 17:26:42.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:49,1.1.4,ProRat2,5,3.87,0,2,Poke,Left,2056,179,223,3,,0,1 days 17:26:43.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:49,1.1.4,ProRat2,5,3.87,0,2,Pellet,Left,2056,179,224,4,0.06,,1 days 17:26:45.000000000,1,1.0833333333333333,0,0,,0,ProRat2
2/3/2021 8:50,1.1.4,ProRat2,5,3.87,0,3,Poke,Left,2057,179,224,4,,0.43,1 days 17:27:20.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:50,1.1.4,ProRat2,5,3.87,0,3,Poke,Left,2058,179,224,4,,0.36,1 days 17:27:22.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:51,1.1.4,ProRat2,5,3.87,0,3,Poke,Left,2059,179,224,4,,0.26,1 days 17:28:46.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:51,1.1.4,ProRat2,5,3.87,0,3,Pellet,Left,2059,179,225,5,0.32,,1 days 17:28:52.000000000,1,2.1166666666666667,0,0,,0,ProRat2
2/3/2021 8:52,1.1.4,ProRat2,5,3.87,0,4,Poke,Left,2060,179,225,5,,0.06,1 days 17:29:34.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:52,1.1.4,ProRat2,5,3.87,0,4,Poke,Left,2061,179,225,5,,0.1,1 days 17:29:35.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:52,1.1.4,ProRat2,5,3.87,0,4,Poke,Left,2062,179,225,5,,0.11,1 days 17:29:44.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:52,1.1.4,ProRat2,5,3.87,0,4,Poke,Left,2063,179,225,5,,0,1 days 17:29:47.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:52,1.1.4,ProRat2,5,3.87,0,4,Pellet,Left,2063,179,226,6,0.82,,1 days 17:29:52.000000000,1,1,0,0,,0,ProRat2
2/3/2021 8:55,1.1.4,ProRat2,5,3.87,0,5,Poke,Left,2064,179,226,6,,0.08,1 days 17:32:30.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:55,1.1.4,ProRat2,5,3.87,0,5,Poke,Left,2065,179,226,6,,0,1 days 17:32:32.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:55,1.1.4,ProRat2,5,3.87,0,5,Poke,Left,2066,179,226,6,,0,1 days 17:32:56.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:55,1.1.4,ProRat2,5,3.87,0,5,Poke,Left,2067,179,226,6,,0,1 days 17:32:57.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:55,1.1.4,ProRat2,5,3.87,0,5,Poke,Left,2068,179,226,6,,0.18,1 days 17:32:58.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:55,1.1.4,ProRat2,5,3.87,0,5,Pellet,Left,2068,179,227,7,0.32,,1 days 17:33:03.000000000,1,3.183333333333333,0,0,,0,ProRat2
2/3/2021 8:56,1.1.4,ProRat2,5,3.87,0,6,Poke,Left,2069,179,227,7,,0,1 days 17:34:04.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:56,1.1.4,ProRat2,5,3.87,0,6,Poke,Left,2070,179,227,7,,0.18,1 days 17:34:05.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:57,1.1.4,ProRat2,5,3.87,0,6,Poke,Left,2071,179,227,7,,1.01,1 days 17:34:07.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:57,1.1.4,ProRat2,5,3.87,0,6,Poke,Left,2072,179,227,7,,0,1 days 17:34:09.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:57,1.1.4,ProRat2,5,3.87,0,6,Poke,Left,2073,179,227,7,,0.43,1 days 17:34:12.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:57,1.1.4,ProRat2,5,3.87,0,6,Poke,Left,2074,179,227,7,,0,1 days 17:34:14.000000000,0,,1,0,1,0,ProRat2
2/3/2021 8:57,1.1.4,ProRat2,5,3.87,0,6,Pellet,Left,2074,179,228,8,1.08,,1 days 17:34:18.000000000,1,1.25,0,0,,0,ProRat2
2/3/2021 9:23,1.1.4,ProRat2,5,3.87,0,7,Poke,Left,2075,179,228,8,,0.23,1 days 18:00:36.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:23,1.1.4,ProRat2,5,3.87,0,7,Poke,Left,2076,179,228,8,,0.45,1 days 18:00:39.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:23,1.1.4,ProRat2,5,3.87,0,7,Poke,Left,2077,179,228,8,,1.15,1 days 18:00:49.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:23,1.1.4,ProRat2,5,3.87,0,7,Poke,Left,2078,179,228,8,,0.61,1 days 18:00:51.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:23,1.1.4,ProRat2,5,3.87,0,7,Poke,Left,2079,179,228,8,,0.14,1 days 18:00:56.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:23,1.1.4,ProRat2,5,3.87,0,7,Poke,Left,2080,179,228,8,,0.31,1 days 18:00:59.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:33,1.1.4,ProRat2,5,3.87,0,7,Poke,Left,2081,179,228,8,,0.07,1 days 18:10:12.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:33,1.1.4,ProRat2,5,3.87,0,7,Pellet,Left,2081,179,229,9,1.33,,1 days 18:10:15.000000000,1,35.95,0,0,,0,ProRat2
2/3/2021 9:33,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2082,179,229,9,,0.08,1 days 18:10:49.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:33,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2083,179,229,9,,0,1 days 18:10:52.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:33,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2084,179,229,9,,0.09,1 days 18:10:53.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:33,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2085,179,229,9,,0.09,1 days 18:10:55.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:33,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2086,179,229,9,,0.09,1 days 18:10:56.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:33,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2087,179,229,9,,0.08,1 days 18:11:06.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:34,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2088,179,229,9,,0.6,1 days 18:11:08.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:34,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2089,179,229,9,,0,1 days 18:11:09.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:34,1.1.4,ProRat2,5,3.87,0,9,Poke,Left,2090,179,229,9,,0.59,1 days 18:11:11.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:34,1.1.4,ProRat2,5,3.87,0,9,Pellet,Left,2090,179,230,10,0.7,,1 days 18:11:14.000000000,1,0.9833333333333333,0,0,,0,ProRat2
2/3/2021 9:35,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2091,179,230,10,,0.03,1 days 18:12:12.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:35,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2092,179,230,10,,0,1 days 18:12:13.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:35,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2093,179,230,10,,0,1 days 18:12:14.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:35,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2094,179,230,10,,0.02,1 days 18:12:16.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:35,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2095,179,230,10,,1.12,1 days 18:12:18.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:35,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2096,179,230,10,,0,1 days 18:12:19.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:35,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2097,179,230,10,,0.14,1 days 18:12:26.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:35,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2098,179,230,10,,0.2,1 days 18:12:27.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:35,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2099,179,230,10,,0,1 days 18:12:28.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:35,1.1.4,ProRat2,5,3.87,0,10,Poke,Left,2100,179,230,10,,0,1 days 18:12:30.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:35,1.1.4,ProRat2,5,3.87,0,10,Pellet,Left,2100,179,231,11,0.38,,1 days 18:12:32.000000000,1,1.3,0,0,,0,ProRat2
2/3/2021 9:47,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2101,179,231,11,,0.03,1 days 18:25:04.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2102,179,231,11,,0.22,1 days 18:25:08.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2103,179,231,11,,0.48,1 days 18:25:09.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2104,179,231,11,,0,1 days 18:25:11.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2105,179,231,11,,0.21,1 days 18:25:15.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2106,179,231,11,,0.72,1 days 18:25:17.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2107,179,231,11,,0,1 days 18:25:19.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2108,179,231,11,,0.62,1 days 18:25:21.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2109,179,231,11,,0.61,1 days 18:25:25.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2110,179,231,11,,0.41,1 days 18:25:26.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2111,179,231,11,,0.12,1 days 18:25:27.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Poke,Left,2112,179,231,11,,0.01,1 days 18:25:29.000000000,0,,1,0,1,0,ProRat2
2/3/2021 9:48,1.1.4,ProRat2,5,3.87,0,12,Pellet,Left,2112,179,232,12,1.33,,1 days 18:25:32.000000000,1,13,0,0,,0,ProRat2
2/3/2021 10:22,1.1.4,ProRat2,5,3.87,0,1,Poke,Left,2113,179,232,0,,0.63,1 days 18:59:49.000000000,0,,1,0,1,0,ProRat2
2/3/2021 10:22,1.1.4,ProRat2,5,3.87,0,1,Pellet,Left,2113,179,233,1,0.95,,1 days 18:59:53.000000000,1,34.35,0,0,,0,ProRat2
2/3/2021 10:23,1.1.4,ProRat2,5,3.87,0,1,Poke,Left,2114,179,233,1,,0.3,1 days 19:00:32.000000000,0,,1,0,1,0,ProRat2
2/3/2021 10:23,1.1.4,ProRat2,5,3.87,0,1,Pellet,Left,2114,179,234,2,0.57,,1 days 19:00:47.000000000,1,0.9,0,0,,0,ProRat2
2/3/2021 10:24,1.1.4,ProRat2,5,3.87,0,2,Poke,Left,2115,179,234,2,,0.08,1 days 19:01:23.000000000,0,,1,0,1,0,ProRat2
2/3/2021 10:24,1.1.4,ProRat2,5,3.87,0,2,Poke,Left,2116,179,234,2,,0.24,1 days 19:01:28.000000000,0,,1,0,1,0,ProRat2
2/3/2021 10:24,1.1.4,ProRat2,5,3.87,0,2,Pellet,Left,2116,179,235,3,0.7,,1 days 19:01:32.000000000,1,0.75,0,0,,0,ProRat2
2/3/2021 10:25,1.1.4,ProRat2,5,3.87,0,2,Poke,Left,2117,179,235,3,,0.04,1 days 19:02:14.000000000,0,,1,0,1,0,ProRat2
2/3/2021 10:25,1.1.4,ProRat2,5,3.87,0,2,Poke,Left,2118,179,235,3,,0.51,1 days 19:02:18.000000000,0,,1,0,1,0,ProRat2
2/3/2021 10:25,1.1.4,ProRat2,5,3.87,0,2,Pellet,Left,2118,179,236,4,0.7,,1 days 19:02:31.000000000,1,0.9833333333333333,0,0,,0,ProRat2
2/3/2021 10:26,1.1.4,ProRat2,5,3.87,0,3,Poke,Left,2119,179,236,4,,0.31,1 days 19:03:32.000000000,0,,1,0,1,0,ProRat2
2/3/2021 10:26,1.1.4,ProRat2,5,3.87,0,3,Poke,Left,2120,179,236,4,,0,1 days 19:03:34.000000000,0,,1,0,1,0,ProRat2
2/3/2021 10:26,1.1.4,ProRat2,5,3.87,0,3,Poke,Left,2121,179,236,4,,0.05,1 days 19:03:35.000000000,0,,1,0,1,0,ProRat2
