Unnamed: 0,Unnamed: 0.1,MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Time
11184,11184,2023-02-22 07:24:50,1.12.0,PRexp,4,4.03,,219,Left,Left,10625,211,349,37,,,0.03,2023-02-22 07:24:50
11185,11185,2023-02-22 07:24:57,1.12.0,PRexp,4,4.03,,219,Left,Left,10626,211,349,37,,,0.02,2023-02-22 07:24:57
11186,11186,2023-02-22 07:24:58,1.12.0,PRexp,4,4.03,,219,Left,Left,10627,211,349,37,,,0.0,2023-02-22 07:24:58
11187,11187,2023-02-22 07:32:14,1.12.0,PRexp,4,4.03,,219,Left,Left,10628,211,349,37,,,0.05,2023-02-22 07:32:14
11188,11188,2023-02-22 07:34:40,1.12.0,PRexp,4,4.03,,219,Left,Left,10629,211,349,37,,,0.02,2023-02-22 07:34:40
11189,11189,2023-02-22 07:56:17,1.12.0,PRexp,4,4.03,,219,Left,Left,10630,211,349,37,,,0.98,2023-02-22 07:56:17
11190,11190,2023-02-22 08:03:06,1.12.0,PRexp,4,4.03,,219,Left,Left,10631,211,349,37,,,0.6,2023-02-22 08:03:06
11191,11191,2023-02-22 08:03:07,1.12.0,PRexp,4,4.03,,219,Left,Left,10632,211,349,37,,,0.02,2023-02-22 08:03:07
11192,11192,2023-02-22 08:03:13,1.12.0,PRexp,4,4.03,,219,Left,Left,10633,211,349,37,,,0.12,2023-02-22 08:03:13
11193,11193,2023-02-22 08:03:13,1.12.0,PRexp,4,4.03,,219,Left,Left,10634,211,349,37,,,0.0,2023-02-22 08:03:13
11194,11194,2023-02-22 08:03:14,1.12.0,PRexp,4,4.03,,219,Left,Left,10635,211,349,37,,,0.0,2023-02-22 08:03:14
11195,11195,2023-02-22 08:03:23,1.12.0,PRexp,4,4.03,,219,Left,Left,10636,211,349,37,,,0.04,2023-02-22 08:03:23
11196,11196,2023-02-22 08:03:35,1.12.0,PRexp,4,4.03,,219,Left,Left,10637,211,349,37,,,0.86,2023-02-22 08:03:35
11197,11197,2023-02-22 08:03:38,1.12.0,PRexp,4,4.03,,219,Left,Left,10638,211,349,37,,,0.79,2023-02-22 08:03:38
11198,11198,2023-02-22 08:04:23,1.12.0,PRexp,4,4.03,,219,Left,Left,10639,211,349,37,,,0.07,2023-02-22 08:04:23
11199,11199,2023-02-22 08:04:26,1.12.0,PRexp,4,4.03,,219,Left,Left,10640,211,349,37,,,0.0,2023-02-22 08:04:26
11200,11200,2023-02-22 08:04:32,1.12.0,PRexp,4,4.03,,219,Left,Left,10641,211,349,37,,,0.0,2023-02-22 08:04:32
11201,11201,2023-02-22 08:04:42,1.12.0,PRexp,4,4.03,,219,Left,Left,10642,211,349,37,,,0.09,2023-02-22 08:04:42
11202,11202,2023-02-22 08:04:48,1.12.0,PRexp,4,4.03,,219,Left,Left,10643,211,349,37,,,0.0,2023-02-22 08:04:48
11203,11203,2023-02-22 08:11:29,1.12.0,PRexp,4,4.03,,219,Left,Left,10644,211,349,37,,,0.08,2023-02-22 08:11:29
11204,11204,2023-02-22 08:13:16,1.12.0,PRexp,4,4.03,,219,Left,Left,10645,211,349,37,,,0.05,2023-02-22 08:13:16
11205,11205,2023-02-22 08:15:31,1.12.0,PRexp,4,4.03,,219,Left,Left,10646,211,349,37,,,0.01,2023-02-22 08:15:31
11206,11206,2023-02-22 08:15:34,1.12.0,PRexp,4,4.03,,219,Left,Left,10647,211,349,37,,,0.52,2023-02-22 08:15:34
11207,11207,2023-02-22 08:15:38,1.12.0,PRexp,4,4.03,,219,Left,Left,10648,211,349,37,,,0.49,2023-02-22 08:15:38
11208,11208,2023-02-22 08:15:39,1.12.0,PRexp,4,4.03,,219,Left,Left,10649,211,349,37,,,0.46,2023-02-22 08:15:39
11209,11209,2023-02-22 08:16:25,1.12.0,PRexp,4,4.03,,219,Left,Left,10650,211,349,37,,,0.21,2023-02-22 08:16:25
11210,11210,2023-02-22 08:16:36,1.12.0,PRexp,4,4.03,,219,Left,Left,10651,211,349,37,,,0.08,2023-02-22 08:16:36
11211,11211,2023-02-22 08:16:44,1.12.0,PRexp,4,4.03,,219,Left,Left,10652,211,349,37,,,0.01,2023-02-22 08:16:44
11212,11212,2023-02-22 08:16:46,1.12.0,PRexp,4,4.03,,219,Left,Left,10653,211,349,37,,,0.01,2023-02-22 08:16:46
11213,11213,2023-02-22 08:16:48,1.12.0,PRexp,4,4.03,,219,Left,Left,10654,211,349,37,,,0.21,2023-02-22 08:16:48
11214,11214,2023-02-22 08:16:51,1.12.0,PRexp,4,4.03,,219,Left,Left,10655,211,349,37,,,0.02,2023-02-22 08:16:51
11215,11215,2023-02-22 08:16:53,1.12.0,PRexp,4,4.03,,219,Left,Left,10656,211,349,37,,,0.45,2023-02-22 08:16:53
11216,11216,2023-02-22 08:21:14,1.12.0,PRexp,4,4.03,,219,Left,Left,10657,211,349,37,,,0.08,2023-02-22 08:21:14
11217,11217,2023-02-22 08:21:19,1.12.0,PRexp,4,4.03,,219,Left,Left,10658,211,349,37,,,0.02,2023-02-22 08:21:19
11218,11218,2023-02-22 08:21:19,1.12.0,PRexp,4,4.03,,219,Left,Left,10659,211,349,37,,,0.0,2023-02-22 08:21:19
11219,11219,2023-02-22 08:22:12,1.12.0,PRexp,4,4.03,,219,Left,Left,10660,211,349,37,,,0.09,2023-02-22 08:22:12
11220,11220,2023-02-22 08:22:14,1.12.0,PRexp,4,4.03,,219,Left,Left,10661,211,349,37,,,0.24,2023-02-22 08:22:14
11221,11221,2023-02-22 08:22:18,1.12.0,PRexp,4,4.03,,219,Left,Left,10662,211,349,37,,,0.02,2023-02-22 08:22:18
11222,11222,2023-02-22 08:22:19,1.12.0,PRexp,4,4.03,,219,Left,Left,10663,211,349,37,,,0.01,2023-02-22 08:22:19
11223,11223,2023-02-22 08:24:29,1.12.0,PRexp,4,4.03,,219,Right,Left,10663,212,349,37,,,0.19,2023-02-22 08:24:29
11224,11224,2023-02-22 08:24:33,1.12.0,PRexp,4,4.03,,219,Left,Left,10664,212,349,37,,,0.14,2023-02-22 08:24:33
11225,11225,2023-02-22 08:24:35,1.12.0,PRexp,4,4.03,,219,Left,Left,10665,212,349,37,,,0.05,2023-02-22 08:24:35
11226,11226,2023-02-22 08:24:36,1.12.0,PRexp,4,4.03,,219,Left,Left,10666,212,349,37,,,0.14,2023-02-22 08:24:36
11227,11227,2023-02-22 08:24:38,1.12.0,PRexp,4,4.03,,219,Left,Left,10667,212,349,37,,,0.01,2023-02-22 08:24:38
11228,11228,2023-02-22 08:24:39,1.12.0,PRexp,4,4.03,,219,Left,Left,10668,212,349,37,,,0.09,2023-02-22 08:24:39
11229,11229,2023-02-22 08:24:41,1.12.0,PRexp,4,4.03,,219,Left,Left,10669,212,349,37,,,0.43,2023-02-22 08:24:41
11230,11230,2023-02-22 08:24:46,1.12.0,PRexp,4,4.03,,219,Left,Left,10670,212,349,37,,,0.07,2023-02-22 08:24:46
11231,11231,2023-02-22 08:24:48,1.12.0,PRexp,4,4.03,,219,Left,Left,10671,212,349,37,,,0.31,2023-02-22 08:24:48
11232,11232,2023-02-22 08:29:56,1.12.0,PRexp,4,4.03,,219,Left,Left,10672,212,349,37,,,0.08,2023-02-22 08:29:56
11233,11233,2023-02-22 08:30:52,1.12.0,PRexp,4,4.03,,219,Left,Left,10673,212,349,37,,,0.15,2023-02-22 08:30:52
11234,11234,2023-02-22 08:33:39,1.12.0,PRexp,4,4.03,,219,Left,Left,10674,212,349,37,,,0.13,2023-02-22 08:33:39
11235,11235,2023-02-22 08:33:49,1.12.0,PRexp,4,4.03,,219,Left,Left,10675,212,349,37,,,0.06,2023-02-22 08:33:49
11236,11236,2023-02-22 08:33:50,1.12.0,PRexp,4,4.03,,219,Left,Left,10676,212,349,37,,,0.0,2023-02-22 08:33:50
11237,11237,2023-02-22 08:33:53,1.12.0,PRexp,4,4.03,,219,Left,Left,10677,212,349,37,,,0.19,2023-02-22 08:33:53
11238,11238,2023-02-22 08:33:56,1.12.0,PRexp,4,4.03,,219,Left,Left,10678,212,349,37,,,0.05,2023-02-22 08:33:56
11239,11239,2023-02-22 08:33:59,1.12.0,PRexp,4,4.03,,219,Left,Left,10679,212,349,37,,,0.58,2023-02-22 08:33:59
11240,11240,2023-02-22 08:34:06,1.12.0,PRexp,4,4.03,,219,Left,Left,10680,212,349,37,,,0.16,2023-02-22 08:34:06
11241,11241,2023-02-22 08:34:07,1.12.0,PRexp,4,4.03,,219,Left,Left,10681,212,349,37,,,0.29,2023-02-22 08:34:07
11242,11242,2023-02-22 08:34:15,1.12.0,PRexp,4,4.03,,219,Left,Left,10682,212,349,37,,,0.16,2023-02-22 08:34:15
11243,11243,2023-02-22 08:34:16,1.12.0,PRexp,4,4.03,,219,Left,Left,10683,212,349,37,,,0.06,2023-02-22 08:34:16
11244,11244,2023-02-22 08:34:17,1.12.0,PRexp,4,4.03,,219,Left,Left,10684,212,349,37,,,0.0,2023-02-22 08:34:17
11245,11245,2023-02-22 08:36:50,1.12.0,PRexp,4,4.03,,219,Right,Left,10684,213,349,37,,,0.27,2023-02-22 08:36:50
11246,11246,2023-02-22 08:37:38,1.12.0,PRexp,4,4.03,,219,Left,Left,10685,213,349,37,,,0.08,2023-02-22 08:37:38
11247,11247,2023-02-22 08:39:51,1.12.0,PRexp,4,4.03,,219,Left,Left,10686,213,349,37,,,0.0,2023-02-22 08:39:51
11248,11248,2023-02-22 08:41:13,1.12.0,PRexp,4,4.03,,219,Left,Left,10687,213,349,37,,,0.1,2023-02-22 08:41:13
11249,11249,2023-02-22 08:41:18,1.12.0,PRexp,4,4.03,,219,Left,Left,10688,213,349,37,,,0.75,2023-02-22 08:41:18
11250,11250,2023-02-22 08:41:25,1.12.0,PRexp,4,4.03,,219,Left,Left,10689,213,349,37,,,0.03,2023-02-22 08:41:25
11251,11251,2023-02-22 08:41:26,1.12.0,PRexp,4,4.03,,219,Left,Left,10690,213,349,37,,,0.15,2023-02-22 08:41:26
11252,11252,2023-02-22 08:41:30,1.12.0,PRexp,4,4.03,,219,Left,Left,10691,213,349,37,,,0.94,2023-02-22 08:41:30
11253,11253,2023-02-22 08:42:12,1.12.0,PRexp,4,4.03,,219,Left,Left,10692,213,349,37,,,0.15,2023-02-22 08:42:12
11254,11254,2023-02-22 08:42:29,1.12.0,PRexp,4,4.03,,219,Left,Left,10693,213,349,37,,,0.03,2023-02-22 08:42:29
11255,11255,2023-02-22 08:45:59,1.12.0,PRexp,4,4.03,,219,Left,Left,10694,213,349,37,,,0.04,2023-02-22 08:45:59
11256,11256,2023-02-22 08:46:11,1.12.0,PRexp,4,4.03,,219,Right,Left,10694,214,349,37,,,0.15,2023-02-22 08:46:11
11257,11257,2023-02-22 08:46:14,1.12.0,PRexp,4,4.03,,219,Left,Left,10695,214,349,37,,,0.03,2023-02-22 08:46:14
11258,11258,2023-02-22 08:46:22,1.12.0,PRexp,4,4.03,,219,Left,Left,10696,214,349,37,,,0.06,2023-02-22 08:46:22
11259,11259,2023-02-22 08:46:25,1.12.0,PRexp,4,4.03,,219,Left,Left,10697,214,349,37,,,0.2,2023-02-22 08:46:25
11260,11260,2023-02-22 08:46:27,1.12.0,PRexp,4,4.03,,219,Left,Left,10698,214,349,37,,,0.47,2023-02-22 08:46:27
11261,11261,2023-02-22 08:46:32,1.12.0,PRexp,4,4.03,,219,Left,Left,10699,214,349,37,,,0.02,2023-02-22 08:46:32
11262,11262,2023-02-22 08:49:47,1.12.0,PRexp,4,4.03,,219,Left,Left,10700,214,349,37,,,0.1,2023-02-22 08:49:47
11263,11263,2023-02-22 08:50:00,1.12.0,PRexp,4,4.03,,219,Left,Left,10701,214,349,37,,,0.18,2023-02-22 08:50:00
11264,11264,2023-02-22 08:50:07,1.12.0,PRexp,4,4.03,,219,Left,Left,10702,214,349,37,,,0.13,2023-02-22 08:50:07
11265,11265,2023-02-22 08:50:09,1.12.0,PRexp,4,4.03,,219,Left,Left,10703,214,349,37,,,0.8,2023-02-22 08:50:09
11266,11266,2023-02-22 08:50:10,1.12.0,PRexp,4,4.03,,219,Left,Left,10704,214,349,37,,,0.39,2023-02-22 08:50:10
11267,11267,2023-02-22 08:50:12,1.12.0,PRexp,4,4.03,,219,Left,Left,10705,214,349,37,,,0.2,2023-02-22 08:50:12
11268,11268,2023-02-22 08:54:42,1.12.0,PRexp,4,4.03,,219,Left,Left,10706,214,349,37,,,0.2,2023-02-22 08:54:42
11269,11269,2023-02-22 08:54:43,1.12.0,PRexp,4,4.03,,219,Left,Left,10707,214,349,37,,,0.19,2023-02-22 08:54:43
11270,11270,2023-02-22 08:54:50,1.12.0,PRexp,4,4.03,,219,Left,Left,10708,214,349,37,,,0.0,2023-02-22 08:54:50
11271,11271,2023-02-22 08:54:53,1.12.0,PRexp,4,4.03,,219,Left,Left,10709,214,349,37,,,0.13,2023-02-22 08:54:53
11272,11272,2023-02-22 08:54:54,1.12.0,PRexp,4,4.03,,219,Left,Left,10710,214,349,37,,,0.19,2023-02-22 08:54:54
11273,11273,2023-02-22 08:54:55,1.12.0,PRexp,4,4.03,,219,Left,Left,10711,214,349,37,,,0.28,2023-02-22 08:54:55
11274,11274,2023-02-22 08:54:58,1.12.0,PRexp,4,4.03,,219,Left,Left,10712,214,349,37,,,0.15,2023-02-22 08:54:58
11275,11275,2023-02-22 08:56:18,1.12.0,PRexp,4,4.03,,219,Left,Left,10713,214,349,37,,,0.14,2023-02-22 08:56:18
11276,11276,2023-02-22 08:56:19,1.12.0,PRexp,4,4.03,,219,Left,Left,10714,214,349,37,,,0.17,2023-02-22 08:56:19
11277,11277,2023-02-22 08:56:48,1.12.0,PRexp,4,4.03,,219,Left,Left,10715,214,349,37,,,0.62,2023-02-22 08:56:48
11278,11278,2023-02-22 08:56:51,1.12.0,PRexp,4,4.03,2.0,219,Pellet,Left,10715,214,350,38,0.2,8443.0,,2023-02-22 08:56:51
11279,11279,2023-02-22 09:00:53,1.12.0,PRexp,4,4.03,,242,Left,Left,10716,214,350,38,,,0.17,2023-02-22 09:00:53
11280,11280,2023-02-22 09:00:54,1.12.0,PRexp,4,4.03,,242,Left,Left,10717,214,350,38,,,0.08,2023-02-22 09:00:54
11281,11281,2023-02-22 09:00:55,1.12.0,PRexp,4,4.03,,242,Left,Left,10718,214,350,38,,,0.23,2023-02-22 09:00:55
11282,11282,2023-02-22 09:00:59,1.12.0,PRexp,4,4.03,,242,Left,Left,10719,214,350,38,,,0.17,2023-02-22 09:00:59
11283,11283,2023-02-22 09:01:00,1.12.0,PRexp,4,4.03,,242,Left,Left,10720,214,350,38,,,0.26,2023-02-22 09:01:00
11284,11284,2023-02-22 09:01:03,1.12.0,PRexp,4,4.03,,242,Left,Left,10721,214,350,38,,,0.3,2023-02-22 09:01:03
11285,11285,2023-02-22 09:01:06,1.12.0,PRexp,4,4.03,,242,Left,Left,10722,214,350,38,,,0.62,2023-02-22 09:01:06
11286,11286,2023-02-22 09:01:08,1.12.0,PRexp,4,4.03,,242,Left,Left,10723,214,350,38,,,0.34,2023-02-22 09:01:08
11287,11287,2023-02-22 09:01:10,1.12.0,PRexp,4,4.03,,242,Left,Left,10724,214,350,38,,,0.27,2023-02-22 09:01:10
11288,11288,2023-02-22 09:01:55,1.12.0,PRexp,4,4.03,,242,Left,Left,10725,214,350,38,,,0.07,2023-02-22 09:01:55
11289,11289,2023-02-22 09:02:01,1.12.0,PRexp,4,4.03,,242,Left,Left,10726,214,350,38,,,0.79,2023-02-22 09:02:01
11290,11290,2023-02-22 09:02:03,1.12.0,PRexp,4,4.03,,242,Left,Left,10727,214,350,38,,,0.62,2023-02-22 09:02:03
11291,11291,2023-02-22 09:02:04,1.12.0,PRexp,4,4.03,,242,Left,Left,10728,214,350,38,,,0.23,2023-02-22 09:02:04
11292,11292,2023-02-22 09:02:07,1.12.0,PRexp,4,4.03,,242,Left,Left,10729,214,350,38,,,0.94,2023-02-22 09:02:07
11293,11293,2023-02-22 09:02:09,1.12.0,PRexp,4,4.03,,242,Left,Left,10730,214,350,38,,,0.82,2023-02-22 09:02:09
11294,11294,2023-02-22 09:02:13,1.12.0,PRexp,4,4.03,,242,Left,Left,10731,214,350,38,,,0.36,2023-02-22 09:02:13
11295,11295,2023-02-22 09:02:14,1.12.0,PRexp,4,4.03,,242,Left,Left,10732,214,350,38,,,0.54,2023-02-22 09:02:14
11296,11296,2023-02-22 09:02:16,1.12.0,PRexp,4,4.03,,242,Left,Left,10733,214,350,38,,,0.34,2023-02-22 09:02:16
11297,11297,2023-02-22 09:02:17,1.12.0,PRexp,4,4.03,,242,Left,Left,10734,214,350,38,,,0.17,2023-02-22 09:02:17
11298,11298,2023-02-22 09:02:39,1.12.0,PRexp,4,4.03,,242,Left,Left,10735,214,350,38,,,0.02,2023-02-22 09:02:39
11299,11299,2023-02-22 09:02:40,1.12.0,PRexp,4,4.03,,242,Left,Left,10736,214,350,38,,,0.07,2023-02-22 09:02:40
11300,11300,2023-02-22 09:02:42,1.12.0,PRexp,4,4.03,,242,Left,Left,10737,214,350,38,,,0.53,2023-02-22 09:02:42
11301,11301,2023-02-22 09:02:45,1.12.0,PRexp,4,4.03,,242,Left,Left,10738,214,350,38,,,0.79,2023-02-22 09:02:45
11302,11302,2023-02-22 09:02:46,1.12.0,PRexp,4,4.03,,242,Left,Left,10739,214,350,38,,,0.02,2023-02-22 09:02:46
11303,11303,2023-02-22 09:02:47,1.12.0,PRexp,4,4.03,,242,Left,Left,10740,214,350,38,,,0.03,2023-02-22 09:02:47
11304,11304,2023-02-22 09:02:49,1.12.0,PRexp,4,4.03,,242,Left,Left,10741,214,350,38,,,0.27,2023-02-22 09:02:49
11305,11305,2023-02-22 09:02:51,1.12.0,PRexp,4,4.03,,242,Left,Left,10742,214,350,38,,,0.47,2023-02-22 09:02:51
11306,11306,2023-02-22 09:02:53,1.12.0,PRexp,4,4.03,,242,Left,Left,10743,214,350,38,,,0.35,2023-02-22 09:02:53
11307,11307,2023-02-22 09:02:58,1.12.0,PRexp,4,4.03,,242,Left,Left,10744,214,350,38,,,0.43,2023-02-22 09:02:58
11308,11308,2023-02-22 09:03:00,1.12.0,PRexp,4,4.03,,242,Left,Left,10745,214,350,38,,,0.22,2023-02-22 09:03:00
11309,11309,2023-02-22 09:03:00,1.12.0,PRexp,4,4.03,,242,Left,Left,10746,214,350,38,,,0.0,2023-02-22 09:03:00
11310,11310,2023-02-22 09:03:02,1.12.0,PRexp,4,4.03,,242,Left,Left,10747,214,350,38,,,0.35,2023-02-22 09:03:02
11311,11311,2023-02-22 09:03:02,1.12.0,PRexp,4,4.03,,242,Left,Left,10748,214,350,38,,,0.0,2023-02-22 09:03:02
11312,11312,2023-02-22 09:03:19,1.12.0,PRexp,4,4.03,,242,Left,Left,10749,214,350,38,,,0.1,2023-02-22 09:03:19
11313,11313,2023-02-22 09:03:21,1.12.0,PRexp,4,4.03,,242,Left,Left,10750,214,350,38,,,0.6,2023-02-22 09:03:21
11314,11314,2023-02-22 09:03:23,1.12.0,PRexp,4,4.03,,242,Left,Left,10751,214,350,38,,,0.26,2023-02-22 09:03:23
11315,11315,2023-02-22 09:03:56,1.12.0,PRexp,4,4.03,,242,Left,Left,10752,214,350,38,,,0.24,2023-02-22 09:03:56
11316,11316,2023-02-22 09:03:57,1.12.0,PRexp,4,4.03,,242,Left,Left,10753,214,350,38,,,0.18,2023-02-22 09:03:57
11317,11317,2023-02-22 09:04:00,1.12.0,PRexp,4,4.02,,242,Left,Left,10754,214,350,38,,,0.32,2023-02-22 09:04:00
11318,11318,2023-02-22 09:04:03,1.12.0,PRexp,4,4.03,,242,Left,Left,10755,214,350,38,,,0.01,2023-02-22 09:04:03
11319,11319,2023-02-22 09:04:03,1.12.0,PRexp,4,4.03,,242,Left,Left,10756,214,350,38,,,0.0,2023-02-22 09:04:03
11320,11320,2023-02-22 09:04:04,1.12.0,PRexp,4,4.03,,242,Left,Left,10757,214,350,38,,,0.0,2023-02-22 09:04:04
11321,11321,2023-02-22 09:04:05,1.12.0,PRexp,4,4.03,,242,Left,Left,10758,214,350,38,,,0.47,2023-02-22 09:04:05
11322,11322,2023-02-22 09:04:07,1.12.0,PRexp,4,4.03,,242,Left,Left,10759,214,350,38,,,0.17,2023-02-22 09:04:07
11323,11323,2023-02-22 09:04:10,1.12.0,PRexp,4,4.03,,242,Left,Left,10760,214,350,38,,,0.31,2023-02-22 09:04:10
11324,11324,2023-02-22 09:04:14,1.12.0,PRexp,4,4.03,,242,Left,Left,10761,214,350,38,,,0.1,2023-02-22 09:04:14
11325,11325,2023-02-22 09:04:17,1.12.0,PRexp,4,4.03,,242,Left,Left,10762,214,350,38,,,0.98,2023-02-22 09:04:17
11326,11326,2023-02-22 09:04:19,1.12.0,PRexp,4,4.03,,242,Left,Left,10763,214,350,38,,,0.07,2023-02-22 09:04:19
11327,11327,2023-02-22 09:04:22,1.12.0,PRexp,4,4.03,,242,Left,Left,10764,214,350,38,,,0.02,2023-02-22 09:04:22
11328,11328,2023-02-22 09:04:22,1.12.0,PRexp,4,4.03,,242,Left,Left,10765,214,350,38,,,0.0,2023-02-22 09:04:22
11329,11329,2023-02-22 09:04:26,1.12.0,PRexp,4,4.03,,242,Left,Left,10766,214,350,38,,,1.53,2023-02-22 09:04:26
11330,11330,2023-02-22 09:04:32,1.12.0,PRexp,4,4.03,,242,Left,Left,10767,214,350,38,,,0.02,2023-02-22 09:04:32
11331,11331,2023-02-22 09:04:35,1.12.0,PRexp,4,4.03,,242,Left,Left,10768,214,350,38,,,2.79,2023-02-22 09:04:35
11332,11332,2023-02-22 09:04:36,1.12.0,PRexp,4,4.03,,242,Left,Left,10769,214,350,38,,,0.01,2023-02-22 09:04:36
